°üÃø¼Ò¸í:°æÆ÷´ëÇØ¼ö¿åÀå
À§µµ:37.808972
°æµµ:128.931889
°üÃø½Ã°£	À¯¼Ó(cm/s)	À¯Çâ(16points)	À¯Çâ(deg)	¼ö¿Â(¡É)	À¯ÀÇÆÄ°í(m)	À¯ÀÇÆÄÁÖ±â(sec)	ÃÖ´ëÆÄ°í(m)	ÃÖ´ëÆÄÁÖ±â(sec)	Ç³¼Ó(m/s)	Ç³Çâ(16points)	Ç³Çâ(deg)	±â¿Â(¡É)	±â¾Ð(hPa)	½ÃÁ¤(m)	ÆÄÇâ(deg)	
2023/03/13 17:05:00	6.5	³²	179	10.75	2.33	9.2	2.85	10.0	4.2	µ¿	82	7.3	1018.0	-	43	
2023/03/13 17:10:00	10.7	³²³²µ¿	162	10.75	2.30	8.9	2.71	8.0	4.8	µ¿³²µ¿	104	7.3	1018.0	-	32	
2023/03/13 17:15:00	10.5	³²³²µ¿	164	10.73	1.80	8.8	2.33	10.0	6.3	³²µ¿	125	7.2	1017.9	-	32	
2023/03/13 17:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/03/13 17:25:00	7.8	³²³²µ¿	163	10.72	1.56	8.1	2.10	8.5	4.2	³²µ¿	138	7.3	1018.1	-	37	
2023/03/13 17:30:00	7.5	³²³²µ¿	155	10.73	1.82	8.2	3.05	8.5	4.7	³²³²µ¿	149	7.4	1018.2	-	23	
2023/03/13 17:35:00	9.6	³²³²µ¿	158	10.73	1.93	9.0	2.55	9.0	6.3	³²µ¿	129	7.5	1018.2	-	35	
2023/03/13 17:40:00	8.7	³²³²µ¿	166	10.73	1.85	8.0	2.24	9.0	6.2	³²µ¿	130	7.5	1018.3	-	7	
2023/03/13 17:45:00	7.1	³²	172	10.71	2.18	9.3	2.84	9.0	6.3	³²µ¿	144	7.4	1018.3	-	30	
2023/03/13 17:50:00	4.7	³²³²¼­	198	10.72	1.72	7.9	2.38	8.5	6.0	³²³²µ¿	153	7.4	1018.3	-	23	
2023/03/13 17:55:00	7.6	³²	180	10.73	1.70	9.3	2.42	9.0	6.1	³²³²µ¿	156	7.5	1018.5	-	32	
2023/03/13 18:00:00	7.8	³²	170	10.72	1.81	8.4	2.30	9.5	6.0	³²³²µ¿	156	7.5	1018.6	-	39	
2023/03/13 18:05:00	5.5	³²³²µ¿	151	10.73	1.82	8.2	2.32	8.0	5.5	³²³²µ¿	166	7.5	1018.6	-	41	
2023/03/13 18:10:00	9.7	³²	191	10.72	1.43	9.0	2.11	8.0	6.7	³²³²µ¿	162	7.4	1018.4	-	40	
2023/03/13 18:15:00	2.9	³²³²µ¿	168	10.73	1.78	9.1	2.24	10.5	6.1	³²³²µ¿	163	7.5	1018.4	-	42	
2023/03/13 18:20:00	7.7	³²	184	10.73	1.87	8.3	2.29	8.0	6.6	³²³²µ¿	163	7.6	1018.2	-	35	
2023/03/13 18:25:00	6.6	³²	176	10.73	1.73	9.4	2.43	9.0	5.3	³²³²¼­	212	8.1	1018.2	-	28	
2023/03/13 18:30:00	5.0	³²	190	10.73	2.09	9.6	2.47	8.0	5.9	³²¼­	214	8.3	1018.1	-	52	
2023/03/13 18:35:00	8.3	³²³²¼­	192	10.73	1.50	8.1	2.12	8.0	6.4	³²¼­	228	8.3	1018.2	-	59	
2023/03/13 18:40:00	7.5	³²³²¼­	204	10.74	1.68	9.6	2.03	10.0	6.6	³²¼­	225	8.3	1018.2	-	44	
2023/03/13 18:45:00	6.9	³²	183	10.75	2.14	10.1	2.45	10.0	6.2	³²¼­	230	8.3	1018.2	-	43	
2023/03/13 18:50:00	3.2	³²³²µ¿	156	10.73	1.63	8.8	2.43	8.0	5.7	³²¼­	225	8.2	1018.3	-	23	
2023/03/13 18:55:00	6.6	³²³²µ¿	156	10.74	1.66	9.3	2.25	9.5	6.0	³²¼­	227	8.2	1018.3	-	20	
2023/03/13 19:00:00	6.0	³²	176	10.72	1.83	8.6	2.92	8.5	5.4	³²¼­	231	8.3	1018.3	-	21	
2023/03/13 19:05:00	6.8	³²	179	10.72	2.00	9.1	2.39	10.0	5.7	³²¼­	226	8.2	1018.3	-	38	
2023/03/13 19:10:00	5.2	³²	183	10.73	2.01	8.8	2.57	9.0	6.3	³²¼­	227	8.2	1018.2	-	34	
2023/03/13 19:15:00	7.3	³²	174	10.73	1.76	8.6	2.30	8.5	5.8	³²¼­	229	8.2	1018.4	-	18	
2023/03/13 19:20:00	5.2	³²³²µ¿	146	10.72	2.32	9.3	3.14	8.5	6.1	³²¼­	229	8.2	1018.3	-	37	
2023/03/13 19:25:00	4.0	³²³²¼­	199	10.73	1.89	8.5	2.50	8.5	5.6	³²¼­	228	8.1	1018.3	-	34	
2023/03/13 19:30:00	5.0	³²³²µ¿	153	10.72	1.79	8.5	2.31	8.5	7.0	³²¼­	222	8.1	1018.3	-	31	
2023/03/13 19:35:00	7.1	³²	180	10.73	1.54	8.8	2.32	9.5	5.9	³²¼­	226	8.1	1018.5	-	26	
2023/03/13 19:40:00	6.6	³²³²¼­	212	10.73	1.71	9.1	2.63	9.0	6.0	³²¼­	229	8.1	1018.6	-	34	
2023/03/13 19:45:00	3.8	³²µ¿	137	10.73	1.66	8.8	2.29	8.5	6.5	³²¼­	224	8.1	1018.4	-	37	
2023/03/13 19:50:00	1.8	³²	188	10.73	1.62	8.6	2.32	8.5	5.9	³²¼­	224	8.0	1018.3	-	28	
2023/03/13 19:55:00	4.4	³²³²µ¿	166	10.75	1.62	8.8	2.21	9.0	6.1	³²¼­	228	8.0	1018.3	-	33	
2023/03/13 20:00:00	5.2	³²³²µ¿	151	10.73	1.53	8.5	1.92	7.5	5.6	³²¼­	225	8.0	1018.4	-	39	
2023/03/13 20:05:00	6.7	³²³²¼­	204	10.73	1.63	8.8	1.87	8.0	5.7	³²¼­	228	7.9	1018.5	-	1	
2023/03/13 20:10:00	0.0	³²³²µ¿	151	10.75	1.77	9.3	2.55	9.5	5.7	³²¼­	226	7.9	1018.4	-	27	
2023/03/13 20:15:00	1.8	³²³²µ¿	155	10.75	1.39	9.8	1.72	9.0	4.2	³²¼­	221	7.8	1018.5	-	43	
2023/03/13 20:20:00	3.8	³²³²¼­	192	10.72	1.60	9.4	2.34	9.5	5.9	³²¼­	221	7.8	1018.4	-	37	
2023/03/13 20:25:00	3.8	³²µ¿	133	10.75	1.68	8.8	2.29	10.0	6.1	³²¼­	220	7.8	1018.3	-	41	
2023/03/13 20:30:00	3.5	³²	171	10.71	1.72	9.1	2.24	8.0	5.5	³²¼­	221	7.8	1018.4	-	12	
2023/03/13 20:35:00	4.1	³²	179	10.72	2.15	9.3	3.48	8.5	7.0	³²¼­	223	7.7	1018.4	-	27	
2023/03/13 20:40:00	3.3	³²³²µ¿	159	10.73	1.49	9.4	2.10	9.0	6.7	³²¼­	222	7.8	1018.5	-	49	
2023/03/13 20:45:00	2.8	³²³²µ¿	158	10.73	1.85	8.8	2.61	9.0	6.5	³²¼­	216	7.7	1018.4	-	33	
2023/03/13 20:50:00	2.2	µ¿³²µ¿	114	10.74	1.42	9.1	1.70	7.5	5.6	³²¼­	215	7.7	1018.5	-	29	
2023/03/13 20:55:00	2.0	³²³²µ¿	166	10.72	1.35	8.8	1.80	9.0	5.4	³²¼­	214	7.8	1018.5	-	38	
2023/03/13 21:00:00	0.8	³²³²¼­	196	10.72	1.49	8.7	2.04	10.0	5.9	³²¼­	216	7.7	1018.5	-	34	
2023/03/13 21:05:00	2.6	³²µ¿	126	10.71	1.35	8.5	1.70	8.5	5.5	³²¼­	216	7.6	1018.5	-	28	
2023/03/13 21:10:00	2.4	³²µ¿	130	10.73	1.69	8.4	3.16	9.0	5.3	³²³²¼­	211	7.7	1018.3	-	41	
2023/03/13 21:15:00	1.2	³²³²µ¿	163	10.73	1.44	8.8	1.75	9.0	5.9	³²³²¼­	210	7.7	1018.2	-	25	
2023/03/13 21:20:00	2.1	³²	180	10.71	1.36	7.9	1.75	8.0	5.5	³²³²¼­	211	7.6	1018.2	-	24	
2023/03/13 21:25:00	3.5	³²	185	10.73	1.60	8.9	2.29	8.5	5.8	³²³²¼­	210	7.6	1018.2	-	26	
2023/03/13 21:30:00	4.7	³²³²¼­	204	10.74	1.31	8.9	1.65	8.5	5.7	³²¼­	214	7.5	1018.3	-	21	
2023/03/13 21:35:00	4.7	³²³²µ¿	162	10.75	1.55	8.2	2.19	9.0	4.5	³²¼­	215	7.5	1018.4	-	34	
2023/03/13 21:40:00	2.6	³²³²µ¿	165	10.74	1.77	8.5	2.38	9.0	4.9	³²¼­	224	7.4	1018.5	-	23	
2023/03/13 21:45:00	4.1	¼­³²¼­	242	10.75	1.50	8.8	1.95	9.0	4.1	³²¼­	223	7.5	1018.6	-	20	
2023/03/13 21:50:00	3.1	³²³²¼­	204	10.75	1.47	8.5	1.98	8.5	4.0	³²¼­	224	7.5	1018.7	-	47	
2023/03/13 21:55:00	4.6	³²¼­	220	10.75	1.35	8.6	1.96	9.5	4.7	³²¼­	222	7.5	1018.5	-	36	
2023/03/13 22:00:00	0.7	³²¼­	218	10.73	1.23	8.3	1.59	6.0	3.8	³²¼­	222	7.5	1018.5	-	41	
2023/03/13 22:05:00	1.3	ºÏ¼­	323	10.72	1.36	9.0	1.59	9.0	4.2	³²¼­	224	7.5	1018.4	-	49	
2023/03/13 22:10:00	4.9	ºÏµ¿	53	10.70	1.80	8.2	2.46	8.5	4.1	³²¼­	224	7.5	1018.3	-	47	
2023/03/13 22:15:00	2.8	µ¿	82	10.70	1.57	8.9	2.03	9.0	4.2	³²¼­	224	7.5	1018.3	-	28	
2023/03/13 22:20:00	2.3	µ¿ºÏµ¿	78	10.70	1.61	8.7	2.19	7.5	4.1	³²¼­	219	7.6	1018.4	-	30	
2023/03/13 22:25:00	1.9	µ¿	90	10.69	1.23	7.8	1.51	7.5	4.0	³²¼­	222	7.6	1018.5	-	23	
2023/03/13 22:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/03/13 22:35:00	2.6	³²µ¿	126	10.70	1.24	7.8	1.72	8.0	5.4	³²¼­	228	7.6	1018.4	-	24	
2023/03/13 22:40:00	5.2	³²µ¿	142	10.69	1.51	8.6	1.61	9.0	5.7	³²¼­	226	7.6	1018.4	-	36	
2023/03/13 22:45:00	2.7	µ¿ºÏµ¿	70	10.70	1.22	8.7	1.38	7.0	5.9	³²¼­	224	7.6	1018.3	-	45	
2023/03/13 22:50:00	2.9	³²µ¿	136	10.70	1.39	9.3	1.69	9.0	6.4	³²¼­	226	7.5	1018.3	-	49	
2023/03/13 22:55:00	4.7	³²³²µ¿	152	10.71	1.36	9.7	1.78	9.5	5.9	³²¼­	232	7.5	1018.4	-	56	
2023/03/13 23:00:00	1.7	³²µ¿	132	10.73	1.39	7.6	2.09	7.5	6.1	³²¼­	227	7.5	1018.4	-	27	
2023/03/13 23:05:00	5.4	µ¿³²µ¿	114	10.69	1.33	9.2	2.03	8.0	5.7	³²¼­	227	7.4	1018.3	-	35	
2023/03/13 23:10:00	1.9	³²³²µ¿	164	10.73	1.34	8.3	1.81	9.5	4.8	³²¼­	232	7.4	1018.4	-	34	
2023/03/13 23:15:00	2.9	³²³²¼­	200	10.70	1.31	7.9	2.22	7.5	4.6	³²¼­	230	7.5	1018.3	-	27	
2023/03/13 23:20:00	2.3	³²µ¿	126	10.71	1.08	8.5	1.54	7.5	4.6	³²¼­	229	7.6	1018.3	-	66	
2023/03/13 23:25:00	1.1	¼­	273	10.70	1.46	9.1	1.70	8.0	5.3	³²¼­	235	7.6	1018.3	-	66	
2023/03/13 23:30:00	3.5	µ¿	88	10.67	1.43	8.6	1.86	7.5	4.6	³²¼­	234	7.7	1018.3	-	42	
2023/03/13 23:35:00	3.2	³²³²¼­	193	10.71	1.37	8.6	2.14	8.5	4.5	³²¼­	234	7.6	1018.4	-	37	
2023/03/13 23:40:00	3.1	µ¿³²µ¿	108	10.70	0.98	7.7	1.26	8.0	5.6	³²¼­	228	7.6	1018.3	-	34	
2023/03/13 23:45:00	3.3	µ¿³²µ¿	122	10.70	1.28	8.8	1.74	8.5	4.9	³²¼­	228	7.6	1018.3	-	61	
2023/03/13 23:50:00	1.8	µ¿	86	10.71	1.17	8.1	1.44	7.5	5.0	³²¼­	226	7.5	1018.2	-	40	
2023/03/13 23:55:00	1.4	µ¿ºÏµ¿	74	10.71	1.00	8.4	1.38	8.5	5.2	³²¼­	224	7.5	1018.2	-	61	
2023/03/14 00:00:00	2.0	ºÏµ¿	54	10.68	1.06	8.2	1.35	8.5	5.6	³²¼­	226	7.5	1018.2	-	34	
2023/03/14 00:05:00	0.2	¼­	274	10.70	1.26	8.5	1.67	8.5	5.5	³²¼­	224	7.6	1018.1	-	43	
2023/03/14 00:10:00	1.3	µ¿³²µ¿	120	10.70	1.12	8.2	1.29	8.0	5.3	³²¼­	225	7.6	1018.1	-	55	
2023/03/14 00:15:00	0.9	ºÏ¼­	320	10.69	1.02	8.1	1.27	8.0	5.2	³²¼­	222	7.6	1018.1	-	50	
2023/03/14 00:20:00	1.2	µ¿ºÏµ¿	57	10.71	1.27	7.7	1.70	8.5	4.8	³²¼­	221	7.5	1018.0	-	53	
2023/03/14 00:25:00	1.1	¼­ºÏ¼­	286	10.70	1.28	8.6	2.03	8.5	6.3	³²¼­	223	7.5	1018.0	-	42	
2023/03/14 00:30:00	1.3	µ¿	80	10.70	1.29	8.3	1.65	8.5	5.7	³²¼­	221	7.5	1018.0	-	39	
2023/03/14 00:35:00	2.2	ºÏºÏµ¿	27	10.68	1.07	8.3	1.46	9.0	5.4	³²¼­	224	7.5	1018.0	-	21	
2023/03/14 00:40:00	4.6	µ¿ºÏµ¿	62	10.67	0.95	8.7	1.27	9.5	4.7	³²¼­	225	7.5	1018.0	-	52	
2023/03/14 00:45:00	1.7	ºÏµ¿	42	10.69	1.23	8.5	1.33	8.5	3.9	³²¼­	231	7.4	1018.0	-	51	
2023/03/14 00:50:00	1.9	ºÏºÏ¼­	328	10.68	0.99	8.5	1.14	9.5	3.2	³²¼­	222	7.4	1018.0	-	16	
2023/03/14 00:55:00	2.9	ºÏ¼­	313	10.69	1.22	7.7	1.52	7.5	3.4	³²¼­	215	7.4	1018.0	-	60	
2023/03/14 01:00:00	0.7	ºÏ¼­	324	10.68	1.06	8.3	1.31	8.0	3.7	³²³²¼­	211	7.4	1018.0	-	31	
2023/03/14 01:05:00	2.4	ºÏ	356	10.68	1.20	8.4	1.60	8.5	3.8	³²³²¼­	212	7.5	1018.0	-	50	
2023/03/14 01:10:00	2.5	ºÏºÏ¼­	344	10.68	1.11	8.6	1.91	8.5	3.4	³²³²¼­	211	7.5	1017.9	-	45	
2023/03/14 01:15:00	1.9	ºÏ¼­	322	10.67	1.01	8.5	1.58	8.5	4.3	³²¼­	214	7.4	1017.9	-	28	
2023/03/14 01:20:00	1.4	ºÏµ¿	43	10.69	1.00	7.6	1.22	8.5	5.1	³²¼­	217	7.4	1017.9	-	60	
2023/03/14 01:25:00	1.7	ºÏºÏµ¿	18	10.69	0.93	7.5	1.33	6.5	4.7	³²¼­	219	7.4	1017.8	-	46	
2023/03/14 01:30:00	3.8	ºÏ	5	10.69	0.95	7.8	1.32	7.5	5.5	³²¼­	217	7.5	1017.8	-	46	
2023/03/14 01:35:00	1.9	ºÏ	9	10.69	0.96	8.5	1.23	7.5	4.8	³²¼­	223	7.5	1017.8	-	37	
2023/03/14 01:40:00	2.7	ºÏ	3	10.69	1.09	8.7	1.93	8.0	5.5	³²¼­	220	7.5	1017.8	-	59	
2023/03/14 01:45:00	1.9	ºÏ	5	10.67	1.06	8.8	1.32	8.5	6.0	³²¼­	223	7.5	1017.9	-	49	
2023/03/14 01:50:00	1.9	ºÏºÏµ¿	29	10.67	1.17	7.8	1.56	7.5	6.2	³²¼­	224	7.5	1017.9	-	39	
2023/03/14 01:55:00	0.2	¼­	279	10.67	1.16	8.5	1.61	8.0	6.1	³²¼­	219	7.5	1017.9	-	60	
2023/03/14 02:00:00	1.5	ºÏºÏµ¿	23	10.68	1.12	8.0	1.44	8.0	6.0	³²¼­	221	7.5	1017.9	-	44	
2023/03/14 02:05:00	1.6	ºÏµ¿	38	10.68	1.00	8.5	1.33	9.0	6.3	³²¼­	220	7.4	1017.9	-	75	
2023/03/14 02:10:00	2.9	ºÏ	10	10.69	1.00	8.1	1.49	8.0	6.4	³²¼­	216	7.4	1017.8	-	76	
2023/03/14 02:15:00	1.4	ºÏºÏµ¿	14	10.67	0.90	7.6	1.28	7.0	6.5	³²¼­	221	7.4	1017.8	-	61	
2023/03/14 02:20:00	2.3	ºÏµ¿	40	10.67	0.98	7.6	1.40	7.5	6.7	³²¼­	220	7.4	1017.8	-	47	
2023/03/14 02:25:00	0.7	ºÏºÏ¼­	329	10.66	1.10	8.0	1.34	8.0	5.9	³²¼­	216	7.4	1017.8	-	53	
2023/03/14 02:30:00	5.2	ºÏºÏµ¿	15	10.67	1.00	7.7	1.22	8.5	5.7	³²¼­	218	7.4	1017.9	-	47	
2023/03/14 02:35:00	2.8	ºÏµ¿	42	10.68	1.01	8.5	1.45	7.5	6.5	³²¼­	219	7.4	1017.8	-	49	
2023/03/14 02:40:00	0.3	µ¿ºÏµ¿	69	10.69	0.91	7.8	1.07	7.0	5.8	³²¼­	219	7.5	1017.8	-	19	
2023/03/14 02:45:00	2.0	ºÏºÏµ¿	19	10.67	0.74	7.0	0.92	8.0	6.9	³²¼­	217	7.5	1017.7	-	19	
2023/03/14 02:50:00	2.1	ºÏºÏ¼­	348	10.68	1.08	7.8	1.46	8.0	6.6	³²¼­	222	7.6	1017.7	-	35	
2023/03/14 02:55:00	3.8	ºÏµ¿	53	10.66	0.84	7.7	1.34	7.5	6.4	³²¼­	218	7.6	1017.6	-	45	
2023/03/14 03:00:00	3.6	ºÏµ¿	42	10.69	1.13	8.3	1.46	7.5	6.0	³²¼­	220	7.7	1017.6	-	38	
2023/03/14 03:05:00	3.6	ºÏ	2	10.67	0.90	8.2	1.15	8.0	6.0	³²¼­	224	7.7	1017.5	-	10	
2023/03/14 03:10:00	3.4	ºÏ	356	10.67	0.90	7.7	1.29	8.0	6.3	³²¼­	231	7.8	1017.5	-	53	
2023/03/14 03:15:00	6.4	ºÏºÏ¼­	341	10.68	0.81	8.0	1.17	8.0	6.6	³²¼­	224	7.9	1017.5	-	69	
2023/03/14 03:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/03/14 03:25:00	5.4	ºÏºÏ¼­	331	10.67	1.01	8.0	1.37	8.0	5.2	³²¼­	221	7.9	1017.6	-	42	
2023/03/14 03:30:00	4.0	ºÏºÏ¼­	347	10.68	1.00	7.9	1.32	8.0	4.4	³²¼­	223	7.9	1017.7	-	55	
2023/03/14 03:35:00	3.4	ºÏ	5	10.67	1.10	7.8	1.49	7.5	4.8	³²¼­	225	7.9	1017.6	-	56	
2023/03/14 03:40:00	1.1	ºÏ	9	10.67	0.91	7.9	1.06	8.5	4.7	³²¼­	227	7.9	1017.7	-	42	
2023/03/14 03:45:00	2.2	ºÏ¼­	324	10.67	0.74	7.2	0.84	8.0	2.9	¼­³²¼­	238	7.9	1017.7	-	51	
2023/03/14 03:50:00	4.9	ºÏºÏµ¿	22	10.66	0.87	8.0	1.16	8.0	4.6	³²¼­	236	8.0	1017.7	-	54	
2023/03/14 03:55:00	7.4	ºÏ	359	10.65	0.96	7.3	1.25	8.0	2.7	¼­³²¼­	241	7.9	1017.8	-	49	
2023/03/14 04:00:00	3.7	ºÏºÏµ¿	16	10.65	1.09	8.5	1.46	8.0	2.7	³²¼­	235	8.0	1017.8	-	55	
2023/03/14 04:05:00	4.5	ºÏºÏµ¿	12	10.64	0.89	8.0	1.00	7.5	2.5	³²³²¼­	207	7.9	1017.8	-	58	
2023/03/14 04:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/03/14 04:15:00	5.0	ºÏºÏµ¿	14	10.61	0.92	7.0	1.51	7.0	3.7	³²¼­	223	7.9	1017.9	-	61	
2023/03/14 04:20:00	5.6	ºÏºÏµ¿	14	10.62	0.89	8.1	1.19	8.0	3.6	³²¼­	220	7.8	1017.9	-	44	
2023/03/14 04:25:00	4.3	ºÏµ¿	52	10.53	1.10	7.3	1.47	8.0	5.6	³²¼­	221	7.9	1017.8	-	53	
2023/03/14 04:30:00	6.0	ºÏµ¿	37	10.53	0.88	7.2	1.02	6.0	3.6	³²¼­	216	7.9	1017.9	-	46	
2023/03/14 04:35:00	5.9	ºÏºÏµ¿	23	10.53	1.06	8.3	1.61	7.5	5.3	³²¼­	222	7.9	1018.0	-	65	
2023/03/14 04:40:00	3.0	ºÏºÏµ¿	20	10.54	1.12	7.8	1.62	8.0	4.2	³²¼­	218	7.8	1018.0	-	56	
2023/03/14 04:45:00	2.2	µ¿ºÏµ¿	73	10.51	1.01	7.9	1.33	8.0	4.5	³²¼­	226	7.8	1018.1	-	67	
2023/03/14 04:50:00	4.3	ºÏµ¿	43	10.53	0.84	8.0	1.14	8.0	4.3	³²¼­	217	7.8	1018.1	-	66	
2023/03/14 04:55:00	6.7	ºÏµ¿	53	10.49	1.12	7.9	1.37	8.0	4.8	³²¼­	224	7.8	1018.1	-	65	
2023/03/14 05:00:00	3.6	ºÏµ¿	51	10.49	0.84	7.7	1.21	8.0	5.0	³²¼­	215	7.8	1018.1	-	45	
2023/03/14 05:05:00	5.4	ºÏµ¿	53	10.50	0.84	8.3	0.98	8.0	5.4	³²¼­	219	7.7	1018.0	-	50	
2023/03/14 05:10:00	4.7	ºÏµ¿	55	10.47	0.78	7.6	1.23	7.0	5.1	³²¼­	228	7.7	1018.0	-	32	
2023/03/14 05:15:00	6.2	µ¿ºÏµ¿	62	10.46	1.06	7.5	1.29	7.5	5.6	³²¼­	233	7.9	1018.1	-	47	
2023/03/14 05:20:00	3.7	ºÏºÏµ¿	31	10.44	0.84	7.7	1.13	8.0	4.9	³²¼­	235	7.9	1018.1	-	63	
2023/03/14 05:25:00	5.3	ºÏºÏµ¿	32	10.46	0.99	7.8	1.24	8.5	5.1	³²¼­	234	7.8	1018.0	-	64	
2023/03/14 05:30:00	4.1	ºÏµ¿	55	10.46	0.77	7.3	1.02	7.0	5.2	¼­³²¼­	238	7.8	1018.0	-	34	
2023/03/14 05:35:00	6.8	ºÏµ¿	54	10.45	0.89	7.1	1.20	6.5	5.5	¼­³²¼­	239	7.8	1018.0	-	75	
2023/03/14 05:40:00	6.8	µ¿ºÏµ¿	68	10.40	0.81	6.9	1.11	7.5	5.7	¼­³²¼­	241	7.8	1018.0	-	19	
2023/03/14 05:45:00	4.7	ºÏµ¿	56	10.37	0.67	7.0	0.93	7.5	5.2	¼­³²¼­	247	7.7	1018.0	-	72	
2023/03/14 05:50:00	6.1	µ¿ºÏµ¿	77	10.39	0.97	7.7	1.28	6.5	5.2	¼­³²¼­	255	7.8	1018.0	-	72	
2023/03/14 05:55:00	6.2	µ¿ºÏµ¿	60	10.39	0.92	7.6	1.12	7.5	4.7	¼­³²¼­	252	7.8	1018.0	-	35	
2023/03/14 06:00:00	6.2	µ¿ºÏµ¿	57	10.39	0.85	8.1	1.17	7.5	5.0	¼­	259	7.9	1018.1	-	35	
2023/03/14 06:05:00	6.1	µ¿	86	10.38	0.99	7.5	1.52	6.5	4.7	¼­	273	7.9	1018.1	-	36	
2023/03/14 06:10:00	3.6	µ¿	97	10.40	0.83	7.0	1.22	7.5	3.7	¼­	273	7.7	1018.1	-	36	
2023/03/14 06:15:00	4.7	ºÏµ¿	52	10.41	0.95	7.5	1.45	7.0	4.6	¼­³²¼­	257	7.8	1018.1	-	36	
2023/03/14 06:20:00	5.1	µ¿ºÏµ¿	59	10.37	0.85	8.0	1.25	8.0	5.1	¼­³²¼­	255	7.9	1018.1	-	36	
2023/03/14 06:25:00	5.7	ºÏµ¿	53	10.41	0.84	6.8	1.32	7.0	4.9	¼­	260	8.0	1018.2	-	37	
2023/03/14 06:30:00	4.8	µ¿ºÏµ¿	68	10.40	1.00	8.4	1.24	8.0	4.9	¼­	263	8.0	1018.2	-	73	
2023/03/14 06:35:00	3.6	µ¿ºÏµ¿	75	10.40	0.97	7.5	1.38	7.5	5.8	¼­³²¼­	256	8.0	1018.1	-	77	
2023/03/14 06:40:00	4.3	ºÏµ¿	50	10.41	0.86	8.0	1.32	8.0	6.8	¼­³²¼­	242	8.1	1018.0	-	56	
2023/03/14 06:45:00	3.7	µ¿ºÏµ¿	67	10.41	1.16	8.5	1.54	8.0	7.9	³²¼­	236	8.3	1018.0	-	67	
2023/03/14 06:50:00	5.9	µ¿ºÏµ¿	74	10.41	0.85	7.8	1.09	7.0	7.1	³²¼­	233	8.4	1018.0	-	48	
2023/03/14 06:55:00	3.6	ºÏµ¿	51	10.41	0.98	8.5	1.37	7.5	6.9	³²¼­	235	8.4	1018.0	-	59	
2023/03/14 07:00:00	4.1	ºÏµ¿	55	10.42	0.91	8.0	1.25	6.5	7.3	¼­³²¼­	237	8.5	1018.0	-	63	
2023/03/14 07:05:00	1.8	ºÏºÏµ¿	29	10.42	0.94	7.5	1.14	7.0	7.3	³²¼­	232	8.5	1017.9	-	63	
2023/03/14 07:10:00	7.7	ºÏºÏµ¿	26	10.42	0.81	7.8	0.99	6.0	7.2	¼­³²¼­	237	8.6	1017.9	-	53	
2023/03/14 07:15:00	8.0	ºÏµ¿	49	10.43	0.87	8.2	1.05	8.5	6.2	¼­³²¼­	241	8.7	1018.0	-	65	
2023/03/14 07:20:00	7.7	ºÏµ¿	56	10.40	0.75	7.3	0.91	7.5	4.8	¼­	273	8.8	1018.2	-	59	
2023/03/14 07:25:00	6.2	ºÏµ¿	44	10.41	0.86	7.8	1.13	6.5	2.7	ºÏ	3	8.5	1018.3	-	79	
2023/03/14 07:30:00	4.7	ºÏµ¿	44	10.41	1.04	7.5	1.33	7.5	2.9	ºÏºÏ¼­	336	8.3	1018.4	-	64	
2023/03/14 07:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/03/14 07:40:00	5.7	ºÏºÏµ¿	28	10.50	0.60	7.8	0.70	9.0	1.8	ºÏ¼­	326	8.2	1018.5	-	74	
2023/03/14 07:45:00	3.4	ºÏ	349	10.49	0.94	7.5	1.62	7.5	1.7	ºÏºÏ¼­	330	8.0	1018.5	-	64	
2023/03/14 07:50:00	2.8	ºÏ	357	10.51	0.92	7.5	1.20	8.0	2.0	ºÏºÏ¼­	343	7.9	1018.5	-	62	
2023/03/14 07:55:00	6.3	ºÏ	5	10.53	0.66	6.9	0.87	7.0	2.0	ºÏºÏ¼­	341	8.1	1018.6	-	50	
2023/03/14 08:00:00	4.7	ºÏºÏµ¿	23	10.50	0.81	7.3	1.03	7.5	2.2	ºÏºÏ¼­	331	8.2	1018.7	-	59	
2023/03/14 08:05:00	4.0	ºÏ	9	10.53	0.60	7.8	0.73	8.0	2.1	ºÏ¼­	319	8.1	1018.7	-	67	
2023/03/14 08:10:00	4.5	ºÏ	351	10.53	0.80	7.5	0.95	8.0	2.0	ºÏ¼­	318	7.9	1018.7	-	56	
2023/03/14 08:15:00	5.8	ºÏºÏµ¿	12	10.54	0.81	7.5	0.94	7.5	2.5	ºÏºÏ¼­	327	7.8	1018.7	-	61	
2023/03/14 08:20:00	6.5	ºÏºÏ¼­	344	10.51	0.66	7.7	0.79	7.5	2.2	ºÏ¼­	316	8.0	1018.8	-	66	
2023/03/14 08:25:00	8.1	ºÏ¼­	318	10.58	0.67	7.5	0.99	7.5	2.0	ºÏ¼­	317	8.0	1018.8	-	63	
2023/03/14 08:30:00	7.7	ºÏ	350	10.60	0.37	4.7	0.74	4.7	2.0	ºÏ¼­	325	7.9	1018.8	-	70	
