관측소명:경포대해수욕장
위도:37.808972
경도:128.931889
관측시간	유속(cm/s)	유향(16points)	유향(deg)	수온(℃)	유의파고(m)	유의파주기(sec)	최대파고(m)	최대파주기(sec)	풍속(m/s)	풍향(16points)	풍향(deg)	기온(℃)	기압(hPa)	시정(m)	파향(deg)	
2021-09-17 03:50:00	17.2	남남동	149	22.75	0.90	6.1	1.47	6.0	0.9	서	268	20.4	1012.2	-	54	
2021-09-17 03:55:00	14.7	남남동	151	22.79	0.89	6.1	1.15	5.5	1.3	서북서	282	20.4	1012.1	-	67	
2021-09-17 04:00:00	16.4	남남동	148	22.79	0.79	5.8	1.02	5.5	1.5	서	278	20.4	1012.1	-	58	
2021-09-17 04:05:00	17.1	남남동	149	22.85	0.85	5.9	1.30	6.5	1.6	서	272	20.5	1012.1	-	83	
2021-09-17 04:10:00	16.2	남남동	154	22.81	0.86	5.4	1.12	5.0	2.0	서	273	20.6	1012.1	-	61	
2021-09-17 04:15:00	15.6	남남동	152	22.83	0.89	6.2	1.28	6.0	2.4	서북서	289	20.6	1012.1	-	70	
2021-09-17 04:20:00	15.9	남남동	161	22.83	0.88	5.6	1.25	5.0	2.4	서북서	289	20.6	1011.9	-	32	
2021-09-17 04:25:00	17.8	남남동	155	22.80	0.95	6.0	1.40	5.0	1.9	서북서	299	20.7	1011.9	-	91	
2021-09-17 04:30:00	16.8	남남동	156	22.78	0.84	5.8	1.13	6.5	1.8	북서	315	20.7	1011.9	-	90	
2021-09-17 04:35:00	19.0	남남동	158	22.81	0.69	5.6	1.06	5.5	2.1	서북서	300	20.7	1011.8	-	81	
2021-09-17 04:40:00	16.4	남남동	152	22.78	0.77	6.3	1.27	5.0	2.4	북서	307	20.7	1011.9	-	96	
2021-09-17 04:45:00	18.5	남남동	148	22.79	1.03	6.3	1.45	6.0	2.3	서북서	282	20.7	1011.9	-	59	
2021-09-17 04:50:00	20.1	남남동	158	22.76	0.76	6.1	1.08	5.5	2.0	서	261	20.6	1011.9	-	52	
2021-09-17 04:55:00	19.0	남남동	148	22.78	0.98	5.8	1.62	6.5	2.1	남서	233	20.5	1011.8	-	85	
2021-09-17 05:00:00	17.7	남남동	150	22.78	0.99	5.8	1.39	6.5	2.1	서남서	248	20.6	1011.8	-	91	
2021-09-17 05:05:00	17.7	남남동	157	22.81	0.81	6.1	0.98	5.5	1.6	서	259	20.4	1011.8	-	51	
2021-09-17 05:10:00	20.9	남남동	152	22.76	0.98	5.9	1.25	5.5	1.4	서남서	253	20.3	1011.7	-	68	
2021-09-17 05:15:00	22.9	남동	146	22.77	0.78	6.1	0.95	6.0	1.8	서	261	20.2	1011.7	-	58	
2021-09-17 05:20:00	18.3	남남동	153	22.80	0.98	6.2	1.38	6.5	1.7	서	266	20.5	1011.7	-	63	
2021-09-17 05:25:00	21.3	남남동	154	22.77	1.00	5.8	1.42	5.5	2.1	서남서	240	20.6	1011.6	-	81	
2021-09-17 05:30:00	21.5	남남동	148	22.78	0.79	5.9	1.45	6.0	3.3	서남서	239	20.7	1011.7	-	77	
2021-09-17 05:35:00	22.6	남남동	151	22.75	0.90	6.1	1.30	5.0	3.0	남서	217	20.5	1011.8	-	81	
2021-09-17 05:40:00	21.6	남남동	150	22.76	0.86	6.1	1.25	6.5	2.3	남서	219	20.3	1011.8	-	69	
2021-09-17 05:45:00	20.1	남남동	151	22.76	0.84	5.7	1.11	6.0	1.5	남서	233	20.3	1011.8	-	60	
2021-09-17 05:50:00	20.2	남동	146	22.78	0.75	5.7	0.99	5.5	1.5	남서	232	20.3	1011.8	-	89	
2021-09-17 05:55:00	19.8	남남동	149	22.81	0.77	6.1	1.11	5.5	1.3	서남서	250	20.5	1011.9	-	40	
2021-09-17 06:00:00	20.4	남남동	148	22.83	0.71	5.7	1.06	6.0	1.2	서남서	257	20.5	1011.9	-	74	
2021-09-17 06:05:00	19.8	남남동	159	22.84	0.69	5.6	1.17	5.0	1.1	서남서	252	20.5	1011.8	-	79	
2021-09-17 06:10:00	21.3	남남동	156	22.82	0.84	5.9	1.23	5.5	0.8	서남서	244	20.6	1011.8	-	49	
2021-09-17 06:15:00	22.2	남남동	152	22.83	0.81	6.5	1.14	5.5	1.3	남서	227	20.7	1011.9	-	95	
2021-09-17 06:20:00	22.9	남남동	157	22.84	0.81	6.3	1.07	6.5	1.6	남남서	205	20.6	1012.0	-	59	
2021-09-17 06:25:00	20.3	남남동	155	22.84	0.94	6.5	1.33	6.0	1.4	남	189	20.6	1012.0	-	62	
2021-09-17 06:30:00	19.8	남남동	156	22.83	0.88	6.1	1.26	6.5	1.0	남	183	20.6	1012.0	-	82	
2021-09-17 06:35:00	22.0	남남동	148	22.81	0.79	6.2	0.98	6.0	1.7	남	187	20.6	1012.0	-	80	
2021-09-17 06:40:00	20.8	남남동	157	22.83	0.89	5.7	1.30	6.0	1.7	남	182	20.6	1012.1	-	67	
2021-09-17 06:45:00	21.5	남남동	158	22.83	0.73	5.6	0.99	5.5	1.8	남	180	20.6	1012.2	-	82	
2021-09-17 06:50:00	21.5	남남동	160	22.79	0.81	6.0	1.04	5.5	1.5	남남서	196	20.6	1012.3	-	71	
2021-09-17 06:55:00	21.8	남남동	162	22.76	0.77	5.9	1.12	5.0	1.9	남	187	20.6	1012.3	-	52	
2021-09-17 07:00:00	22.2	남남동	162	22.75	0.87	6.1	1.33	6.0	2.1	남	190	20.4	1012.4	-	65	
2021-09-17 07:05:00	19.3	남남동	160	22.78	0.99	5.9	1.53	6.0	1.9	남남서	209	20.4	1012.4	-	62	
2021-09-17 07:10:00	20.7	남남동	158	22.77	1.01	6.5	1.40	6.5	2.3	남남서	194	20.5	1012.5	-	72	
2021-09-17 07:15:00	22.1	남남동	163	22.77	0.75	5.3	1.03	5.0	1.9	남남서	211	20.4	1012.5	-	58	
2021-09-17 07:20:00	21.1	남남동	157	22.78	0.76	5.4	1.17	5.5	1.6	남서	230	20.3	1012.6	-	70	
2021-09-17 07:25:00	22.0	남남동	161	22.77	0.73	6.2	1.02	6.0	1.5	남서	220	20.3	1012.6	-	81	
2021-09-17 07:30:00	21.6	남남동	161	22.76	0.70	5.8	0.94	5.0	1.7	남서	217	20.3	1012.6	-	78	
2021-09-17 07:35:00	15.9	남남동	156	22.75	0.91	5.9	1.10	5.5	1.6	남서	221	20.2	1012.6	-	41	
2021-09-17 07:40:00	19.9	남남동	161	22.75	0.75	6.1	1.04	6.0	1.8	남남서	206	20.2	1012.6	-	59	
2021-09-17 07:45:00	20.3	남남동	161	22.77	0.91	6.2	1.27	6.5	2.4	남	185	20.1	1012.6	-	65	
2021-09-17 07:50:00	20.9	남남동	163	22.77	0.78	6.0	1.08	5.5	2.4	남남서	195	20.0	1012.6	-	56	
2021-09-17 07:55:00	19.6	남남동	154	22.77	0.77	6.2	1.08	6.0	2.7	남남서	196	20.0	1012.7	-	64	
2021-09-17 08:00:00	19.6	남남동	162	22.78	0.79	6.2	1.02	6.0	2.8	남남서	211	20.0	1012.7	-	62	
2021-09-17 08:05:00	20.5	남남동	157	22.79	0.79	6.4	1.28	5.5	2.8	남남서	204	19.9	1012.7	-	76	
2021-09-17 08:10:00	20.2	남남동	151	22.74	0.73	5.7	0.95	5.5	2.9	남남서	209	19.9	1012.6	-	81	
2021-09-17 08:15:00	17.8	남남동	161	22.77	0.82	5.8	1.19	6.5	2.8	남남서	207	19.9	1012.6	-	39	
2021-09-17 08:20:00	17.0	남남동	158	22.75	0.79	6.1	1.13	5.5	2.6	남남서	200	19.9	1012.6	-	60	
2021-09-17 08:25:00	17.0	남남동	162	22.74	0.79	6.0	1.14	6.5	2.3	남남서	193	19.9	1012.6	-	64	
2021-09-17 08:30:00	18.4	남남동	163	22.75	0.72	6.2	1.05	6.0	2.3	남남서	210	19.9	1012.6	-	60	
2021-09-17 08:35:00	21.3	남남동	158	22.74	0.74	6.0	1.04	6.0	1.9	남남서	208	20.0	1012.6	-	75	
2021-09-17 08:40:00	18.4	남남동	161	22.74	0.86	6.4	1.07	6.0	1.8	남남서	203	19.9	1012.7	-	68	
2021-09-17 08:45:00	16.0	남남동	150	22.73	0.93	6.5	1.42	6.0	2.2	남남서	198	19.9	1012.7	-	66	
2021-09-17 08:50:00	20.2	남남동	154	22.72	0.82	6.1	1.30	6.0	2.4	남남서	194	19.8	1012.7	-	78	
2021-09-17 08:55:00	20.3	남남동	150	22.71	0.67	5.6	1.12	5.5	1.7	남	191	19.8	1012.8	-	70	
2021-09-17 09:00:00	19.4	남남동	157	22.69	0.74	5.8	1.15	5.0	1.0	남남서	197	19.7	1012.7	-	56	
2021-09-17 09:05:00	19.7	남남동	154	22.69	0.83	6.1	0.98	6.5	0.9	남	184	19.7	1012.8	-	90	
2021-09-17 09:10:00	18.7	남남동	153	22.68	0.79	6.2	1.09	5.5	1.0	남남서	203	19.7	1012.9	-	91	
2021-09-17 09:15:00	20.5	남남동	158	22.68	0.67	5.9	0.92	5.0	1.0	남남서	194	19.6	1012.9	-	51	
2021-09-17 09:20:00	17.9	남남동	152	22.67	0.81	5.6	1.19	5.5	2.5	남남서	200	19.7	1012.9	-	55	
2021-09-17 09:25:00	21.1	남남동	152	22.68	0.75	5.9	1.08	5.5	1.8	남남서	208	19.7	1013.0	-	56	
2021-09-17 09:30:00	21.0	남동	144	22.68	0.69	5.8	0.98	5.5	1.2	남남서	195	19.7	1013.2	-	71	
2021-09-17 09:35:00	20.0	남남동	147	22.68	0.74	5.6	1.01	5.5	1.6	남남서	211	19.8	1013.1	-	88	
2021-09-17 09:40:00	19.0	남남동	151	22.68	0.72	6.0	0.94	5.5	1.2	남서	214	19.9	1013.0	-	79	
2021-09-17 09:45:00	17.7	남남동	151	22.68	0.75	5.9	1.30	6.0	0.6	남	186	19.9	1013.1	-	76	
2021-09-17 09:50:00	19.6	남남동	149	22.68	0.71	6.2	1.07	6.0	0.8	남	188	19.9	1013.1	-	52	
2021-09-17 09:55:00	18.1	남남동	148	22.67	0.77	6.1	1.07	6.5	0.9	남남서	202	19.9	1013.2	-	62	
2021-09-17 10:00:00	18.1	남남동	147	22.65	0.69	5.8	1.08	5.5	0.6	남	177	20.0	1013.2	-	79	
2021-09-17 10:05:00	19.4	남남동	148	22.64	0.80	5.7	1.10	6.0	0.6	남	177	20.0	1013.2	-	71	
2021-09-17 10:10:00	18.6	남남동	147	22.63	0.78	5.8	0.96	5.0	1.1	남남서	194	20.1	1013.3	-	93	
2021-09-17 10:15:00	19.0	남동	141	22.65	0.68	5.4	1.39	5.0	1.2	남남서	193	20.0	1013.3	-	276	
2021-09-17 10:20:00	17.5	남남동	150	22.66	0.55	5.5	0.78	5.5	1.3	남남서	200	20.1	1013.4	-	72	
2021-09-17 10:25:00	17.9	남남동	147	22.66	0.76	6.0	1.08	7.0	1.4	남남서	206	20.1	1013.4	-	70	
2021-09-17 10:30:00	16.9	남동	146	22.67	0.68	5.9	0.91	5.0	1.4	남남서	192	20.2	1013.4	-	59	
2021-09-17 10:35:00	16.6	남동	145	22.67	0.81	5.7	1.11	6.0	1.7	남	175	20.2	1013.4	-	64	
2021-09-17 10:40:00	16.1	남동	143	22.66	0.70	5.4	0.82	5.5	1.7	남	181	20.3	1013.4	-	84	
2021-09-17 10:45:00	16.9	남동	143	22.67	0.71	5.4	1.33	5.0	2.1	남	176	20.4	1013.4	-	86	
2021-09-17 10:50:00	15.8	남동	142	22.65	0.71	5.4	1.04	6.0	2.8	남	179	20.4	1013.4	-	97	
2021-09-17 10:55:00	15.1	남남동	153	22.64	0.72	5.3	1.02	5.5	3.4	남	180	20.4	1013.4	-	64	
2021-09-17 11:00:00	16.1	남동	145	22.62	0.61	5.5	1.12	5.5	3.9	남	176	20.3	1013.3	-	68	
2021-09-17 11:05:00	14.2	남동	144	22.62	0.78	6.4	0.97	5.0	4.5	남	175	20.2	1013.3	-	84	
2021-09-17 11:10:00	16.5	남동	143	22.60	0.75	6.0	1.04	5.0	4.1	남	171	20.2	1013.4	-	74	
2021-09-17 11:15:00	17.2	남동	144	22.59	0.69	5.6	0.99	6.0	4.9	남	173	20.3	1013.3	-	64	
2021-09-17 11:20:00	14.8	남동	141	22.60	0.59	5.9	0.88	6.0	4.9	남	170	20.3	1013.2	-	62	
2021-09-17 11:25:00	17.5	남동	145	22.58	0.73	5.8	1.03	5.5	5.0	남	177	20.2	1013.2	-	74	
2021-09-17 11:30:00	17.6	남동	142	22.59	0.72	6.3	1.00	6.0	4.6	남	183	20.0	1013.2	-	58	
2021-09-17 11:35:00	18.6	남동	142	22.59	0.71	5.7	0.89	6.5	5.0	남	190	19.9	1013.1	-	89	
2021-09-17 11:40:00	16.7	남동	143	22.59	0.63	6.1	0.93	6.0	4.5	남	186	19.8	1013.0	-	70	
2021-09-17 11:45:00	16.2	남동	140	22.60	0.69	6.0	0.96	6.0	4.1	남남서	199	19.7	1013.1	-	59	
2021-09-17 11:50:00	15.3	남동	144	22.59	0.66	5.7	0.93	5.5	3.9	남남서	202	19.7	1013.1	-	60	
2021-09-17 11:55:00	16.2	남동	137	22.58	0.66	5.8	0.83	6.0	4.1	남남서	211	19.7	1013.0	-	62	
2021-09-17 12:00:00	15.2	남동	140	22.59	0.62	5.9	0.78	6.0	4.0	남서	221	19.7	1012.9	-	85	
2021-09-17 12:05:00	15.3	남동	143	22.59	0.65	5.9	1.14	5.5	3.8	남서	216	19.6	1012.9	-	52	
2021-09-17 12:10:00	16.9	남동	144	22.58	0.74	5.7	1.15	6.0	4.2	남서	216	19.6	1012.8	-	66	
2021-09-17 12:15:00	14.6	남남동	156	22.64	0.66	6.0	0.99	5.5	4.1	남서	214	19.7	1012.7	-	89	
2021-09-17 12:20:00	15.0	남동	145	22.68	0.67	5.8	0.81	6.0	4.4	남서	216	19.7	1012.7	-	83	
2021-09-17 12:25:00	15.5	남남동	156	22.69	0.57	5.1	0.80	5.0	4.3	남서	219	19.6	1012.7	-	44	
2021-09-17 12:30:00	14.2	남남동	152	22.69	0.65	5.5	1.13	6.0	4.3	남서	230	19.6	1012.7	-	82	
2021-09-17 12:35:00	14.4	남남동	153	22.71	0.66	5.8	1.20	6.0	4.7	서남서	243	19.6	1012.7	-	62	
2021-09-17 12:40:00	14.7	남남동	162	22.72	0.62	5.9	0.93	6.5	5.3	서남서	243	19.4	1012.7	-	57	
2021-09-17 12:45:00	12.7	남남동	149	22.72	0.68	6.0	0.99	6.5	4.8	서남서	242	19.5	1012.5	-	82	
2021-09-17 12:50:00	14.4	남남동	148	22.72	0.67	5.9	0.89	4.5	5.0	서남서	238	19.4	1012.5	-	59	
2021-09-17 12:55:00	13.0	남남동	151	22.72	0.73	6.3	1.08	6.5	4.8	남서	230	19.4	1012.4	-	82	
2021-09-17 13:00:00	13.6	남남동	150	22.73	0.68	5.9	1.00	6.0	4.6	남서	232	19.6	1012.4	-	70	
2021-09-17 13:05:00	15.2	남동	142	22.72	0.58	6.5	0.80	5.5	4.5	남서	228	19.7	1012.3	-	67	
2021-09-17 13:10:00	13.8	남동	139	22.72	0.66	5.8	0.99	6.0	3.8	서남서	239	19.9	1012.5	-	66	
2021-09-17 13:15:00	16.8	남동	139	22.73	0.64	6.0	1.11	6.0	3.8	서남서	241	20.0	1012.5	-	52	
2021-09-17 13:20:00	15.2	남동	145	22.73	0.59	6.0	0.79	6.5	3.9	서남서	240	19.9	1012.4	-	56	
2021-09-17 13:25:00	14.8	남동	138	22.73	0.63	5.8	0.88	5.5	3.8	서남서	240	19.9	1012.3	-	56	
2021-09-17 13:30:00	14.0	남동	139	22.73	0.60	6.3	0.79	7.0	2.7	남서	234	19.9	1012.3	-	69	
2021-09-17 13:35:00	14.7	남동	145	22.73	0.61	6.3	0.91	5.5	2.9	남서	234	20.0	1012.3	-	55	
2021-09-17 13:40:00	13.1	남동	133	22.73	0.66	5.6	0.89	6.5	3.0	남서	230	20.0	1012.2	-	66	
2021-09-17 13:45:00	14.0	남동	141	22.73	0.69	5.9	0.96	6.0	3.4	서남서	239	20.0	1012.2	-	81	
2021-09-17 13:50:00	14.9	남동	145	22.73	0.61	6.0	0.94	5.5	3.4	서남서	238	20.1	1012.1	-	66	
2021-09-17 13:55:00	14.8	남동	138	22.73	0.64	5.8	0.93	5.0	3.2	남서	235	20.1	1012.0	-	48	
2021-09-17 14:00:00	14.7	남동	144	22.74	0.61	5.8	0.79	6.5	3.6	남서	229	20.0	1011.8	-	51	
2021-09-17 14:05:00	13.7	남동	137	22.72	0.55	5.3	0.72	5.0	3.5	남서	232	20.1	1011.7	-	28	
2021-09-17 14:10:00	17.1	남동	139	22.70	0.71	6.1	1.03	5.5	3.7	남서	234	20.1	1011.7	-	67	
2021-09-17 14:15:00	14.2	남남동	149	22.70	0.55	5.6	0.73	5.0	3.9	서남서	247	20.1	1011.6	-	64	
2021-09-17 14:20:00	14.4	남동	141	22.68	0.59	6.1	0.78	6.0	3.7	서남서	252	20.1	1011.7	-	63	
2021-09-17 14:25:00	16.5	남동	134	22.68	0.59	6.1	0.80	5.5	3.8	서남서	246	20.1	1011.6	-	61	
2021-09-17 14:30:00	13.5	남동	141	22.69	0.56	6.1	0.72	5.0	4.3	서남서	246	20.0	1011.6	-	103	
2021-09-17 14:35:00	13.5	남동	143	22.69	0.67	5.6	1.24	6.5	4.1	서남서	251	19.7	1011.5	-	71	
2021-09-17 14:40:00	14.0	남동	145	22.70	0.79	6.5	1.20	6.0	3.0	서남서	242	19.7	1011.3	-	71	
2021-09-17 14:45:00	17.7	남동	143	22.71	0.64	5.9	0.87	5.5	2.7	남서	224	19.7	1011.3	-	85	
2021-09-17 14:50:00	15.4	남동	143	22.72	0.66	5.8	1.21	5.5	2.8	남남서	206	19.7	1011.4	-	84	
2021-09-17 14:55:00	15.1	남동	141	22.72	0.59	5.9	0.83	7.0	2.2	남서	235	20.0	1011.4	-	72	
2021-09-17 15:00:00	15.4	남동	141	22.72	0.61	5.5	0.74	5.0	2.4	서남서	242	19.8	1011.5	-	54	
2021-09-17 15:05:00	12.2	남남동	146	22.73	0.56	6.0	0.78	6.5	2.5	남서	235	19.9	1011.4	-	68	
2021-09-17 15:10:00	14.9	남동	144	22.73	0.62	5.5	0.77	5.5	2.5	서남서	253	20.0	1011.3	-	76	
2021-09-17 15:15:00	16.1	남동	136	22.73	0.62	5.8	0.91	5.5	2.6	서남서	252	20.2	1011.3	-	67	
2021-09-17 15:20:00	14.0	남남동	147	22.73	0.66	5.8	1.02	5.5	2.5	서남서	248	20.3	1011.3	-	71	
2021-09-17 15:25:00	15.2	남남동	154	22.73	0.62	6.2	0.79	6.5	2.2	서	271	20.2	1011.2	-	89	
2021-09-17 15:30:00	13.3	남동	146	22.73	0.63	5.7	0.92	5.0	2.2	서	268	20.1	1011.2	-	66	
2021-09-17 15:35:00	13.9	남남동	150	22.74	0.65	6.0	0.96	6.5	2.1	서	274	20.1	1011.1	-	65	
2021-09-17 15:40:00	13.6	남남동	156	22.74	0.70	5.7	0.89	5.5	2.1	서	278	20.3	1011.1	-	72	
2021-09-17 15:45:00	11.5	남남동	157	22.74	0.62	6.3	0.98	6.5	2.1	서북서	298	20.2	1011.1	-	70	
2021-09-17 15:50:00	12.1	남남동	147	22.74	0.76	5.9	0.96	5.5	1.8	북서	308	20.3	1011.1	-	76	
2021-09-17 15:55:00	10.8	남남동	154	22.74	0.71	6.1	0.98	7.5	1.2	북북서	333	20.1	1011.2	-	60	
2021-09-17 16:00:00	10.6	남남동	161	22.74	0.64	5.8	0.90	5.0	0.1	북서	312	19.9	1011.1	-	62	
2021-09-17 16:05:00	12.2	남동	141	22.74	0.69	5.5	0.91	5.0	0.4	남서	217	19.9	1011.1	-	58	
2021-09-17 16:10:00	11.3	남남동	152	22.74	0.68	5.5	0.96	5.5	0.7	남남서	205	20.0	1011.0	-	71	
2021-09-17 16:15:00	10.1	남남동	147	22.74	0.68	6.0	0.99	5.5	1.5	남서	219	20.0	1011.1	-	76	
2021-09-17 16:20:00	11.2	남동	146	22.74	0.72	6.2	0.90	5.5	1.8	남서	220	20.0	1011.1	-	86	
2021-09-17 16:25:00	12.6	남남동	156	22.74	0.61	6.0	0.73	5.0	2.0	남서	223	20.1	1011.1	-	62	
2021-09-17 16:30:00	11.8	남동	141	22.73	0.67	6.0	0.78	5.0	2.3	남남서	209	20.2	1011.1	-	74	
2021-09-17 16:35:00	10.2	남동	140	22.74	0.64	6.1	0.89	6.5	2.3	남남서	205	20.2	1011.1	-	80	
2021-09-17 16:40:00	12.6	남동	146	22.74	0.70	6.0	1.02	5.5	2.3	남남서	213	20.5	1011.1	-	60	
2021-09-17 16:45:00	11.0	남남동	152	22.76	0.71	5.7	1.01	6.5	2.5	남남서	212	20.4	1011.0	-	69	
2021-09-17 16:50:00	10.3	남남동	158	22.76	0.65	5.7	0.96	5.5	2.3	남서	229	20.4	1011.1	-	53	
2021-09-17 16:55:00	8.7	남남동	158	22.76	0.68	5.7	1.41	5.5	2.1	남서	230	20.4	1011.1	-	88	
2021-09-17 17:00:00	10.9	남남동	164	22.77	0.79	5.6	1.25	5.0	2.1	서남서	247	20.4	1011.1	-	58	
2021-09-17 17:05:00	9.5	남남동	159	22.77	0.61	6.4	0.77	7.0	2.2	서남서	244	20.6	1011.1	-	74	
2021-09-17 17:10:00	9.8	남	170	22.77	0.61	5.8	0.77	6.0	2.2	서남서	256	20.7	1011.1	-	68	
2021-09-17 17:15:00	8.3	남남동	158	22.77	0.69	5.7	0.83	5.5	2.9	서남서	250	20.8	1011.2	-	85	
2021-09-17 17:20:00	10.1	남남동	168	22.78	0.58	5.8	0.82	4.5	3.0	서남서	246	20.8	1011.2	-	71	
2021-09-17 17:25:00	11.0	남남동	154	22.77	0.71	5.8	1.27	6.0	2.8	서남서	251	20.9	1011.1	-	69	
2021-09-17 17:30:00	11.9	남남동	160	22.78	0.63	5.5	0.98	5.5	3.0	서남서	249	21.3	1011.2	-	72	
2021-09-17 17:35:00	7.7	남남동	159	22.78	0.63	6.0	0.83	6.0	3.2	서남서	253	21.1	1011.2	-	55	
2021-09-17 17:40:00	9.4	남남동	154	22.77	0.70	5.6	1.09	5.5	3.2	서남서	248	20.7	1011.3	-	87	
2021-09-17 17:45:00	9.4	남남동	151	22.77	0.61	6.1	0.94	6.5	2.8	서남서	252	20.5	1011.2	-	66	
2021-09-17 17:50:00	9.8	남남동	149	22.77	0.75	6.0	1.03	5.5	2.4	서남서	251	20.6	1011.2	-	62	
2021-09-17 17:55:00	6.4	남남동	159	22.78	0.66	5.8	0.95	6.0	2.6	서남서	251	20.6	1011.2	-	63	
2021-09-17 18:00:00	8.1	남동	146	22.78	0.71	5.5	1.01	6.0	2.1	서남서	251	20.7	1011.2	-	57	
2021-09-17 18:05:00	5.4	남남동	164	22.78	0.66	5.9	0.98	6.5	2.4	서남서	253	20.8	1011.2	-	65	
2021-09-17 18:10:00	7.5	남	174	22.78	0.69	5.8	1.00	6.0	1.5	서	281	20.6	1011.3	-	69	
2021-09-17 18:15:00	7.2	남남동	165	22.78	0.69	5.1	0.85	5.5	2.3	서남서	240	20.5	1011.2	-	90	
2021-09-17 18:20:00	9.0	남남동	157	22.78	0.71	5.2	1.16	5.0	1.8	남서	214	20.3	1011.2	-	102	
2021-09-17 18:25:00	9.4	남남동	161	22.78	0.72	5.9	0.97	5.0	3.0	남남서	197	20.4	1011.2	-	304	
2021-09-17 18:30:00	10.2	남남동	158	22.78	0.70	5.6	0.92	5.0	2.6	남남동	155	20.2	1011.3	-	79	
2021-09-17 18:35:00	10.5	남동	136	22.79	0.66	5.4	0.94	5.5	1.2	남	185	20.1	1011.4	-	213	
2021-09-17 18:40:00	10.1	남남동	151	22.79	0.74	6.0	1.00	5.5	1.2	서북서	282	20.2	1011.5	-	57	
2021-09-17 18:45:00	8.0	남	171	22.78	0.64	5.5	0.87	5.0	1.5	서	277	20.8	1011.5	-	86	
2021-09-17 18:50:00	8.4	남남동	150	22.78	0.81	5.5	1.09	5.5	0.8	서	260	21.1	1011.5	-	91	
2021-09-17 18:55:00	9.0	남남동	168	22.78	0.77	6.0	1.01	5.5	1.3	북북서	335	21.1	1011.5	-	69	
2021-09-17 19:00:00	8.1	남남동	160	22.78	0.87	5.7	1.28	6.0	1.5	남남서	211	21.1	1011.5	-	68	
2021-09-17 19:05:00	8.7	남남동	166	22.78	0.68	5.5	0.87	5.5	0.9	남서	217	20.6	1011.6	-	60	
2021-09-17 19:10:00	8.7	남남동	161	22.78	0.77	5.8	0.99	5.0	1.9	남서	225	20.6	1011.5	-	98	
2021-09-17 19:15:00	8.1	남남동	156	22.76	0.59	5.9	0.93	5.0	2.5	남서	214	20.3	1011.4	-	64	
2021-09-17 19:20:00	8.2	남남동	155	22.74	0.81	5.5	1.07	5.0	2.9	남서	224	20.3	1011.4	-	67	
2021-09-17 19:25:00	7.7	남남동	160	22.74	0.76	5.5	1.01	6.5	3.2	남서	227	20.2	1011.4	-	128	
2021-09-17 19:30:00	6.5	남	173	22.72	0.85	5.5	1.23	5.5	3.4	남서	236	20.2	1011.5	-	78	
2021-09-17 19:35:00	6.3	남동	138	22.67	0.84	5.4	1.20	5.5	3.1	서남서	237	20.1	1011.6	-	71	
2021-09-17 19:40:00	6.3	남동	127	22.69	0.88	5.9	1.40	4.5	3.4	서남서	247	20.1	1011.7	-	74	
2021-09-17 19:45:00	5.8	남동	143	22.68	0.85	5.8	1.13	5.0	3.1	서남서	256	20.0	1011.7	-	63	
2021-09-17 19:50:00	7.8	남남동	156	22.69	0.84	5.7	1.14	7.0	3.4	서남서	252	19.9	1011.9	-	113	
2021-09-17 19:55:00	6.9	남남동	146	22.70	0.76	5.4	1.16	5.5	3.7	서남서	252	19.8	1011.9	-	81	
2021-09-17 20:00:00	4.1	남남동	147	22.69	0.83	5.5	1.16	5.5	3.2	서남서	248	19.8	1011.9	-	66	
2021-09-17 20:05:00	4.7	남남동	156	22.71	0.95	5.6	1.37	6.5	3.6	서남서	249	19.7	1012.1	-	67	
2021-09-17 20:10:00	7.3	남남동	153	22.66	0.79	5.7	1.04	6.5	3.9	서남서	243	19.6	1012.0	-	78	
2021-09-17 20:15:00	7.7	남남동	152	22.59	0.83	5.3	1.39	6.0	3.5	서남서	246	19.8	1012.0	-	81	
2021-09-17 20:20:00	9.6	남남동	147	22.59	1.03	5.4	1.41	4.5	3.1	서남서	242	19.6	1012.1	-	73	
2021-09-17 20:25:00	6.8	남남동	163	22.64	0.84	5.4	1.14	5.0	2.8	서남서	240	19.7	1012.2	-	67	
2021-09-17 20:30:00	7.3	남동	144	22.63	0.84	5.3	1.21	5.5	2.8	서남서	247	19.7	1012.3	-	75	
2021-09-17 20:35:00	7.5	남남동	160	22.64	0.88	5.8	1.03	5.5	2.4	서남서	248	19.6	1012.3	-	89	
2021-09-17 20:40:00	7.1	남동	133	22.64	0.76	5.9	1.10	5.5	2.6	서남서	246	19.5	1012.3	-	66	
2021-09-17 20:45:00	6.5	남동	133	22.64	0.87	5.6	1.05	6.0	2.8	서남서	250	19.5	1012.3	-	62	
2021-09-17 20:50:00	4.2	남남동	155	22.66	0.80	5.8	1.06	6.0	2.4	서	259	19.6	1012.4	-	90	
2021-09-17 20:55:00	9.6	남동	127	22.62	0.84	5.1	1.01	6.0	2.6	서남서	257	19.6	1012.4	-	55	
2021-09-17 21:00:00	8.7	남동	133	22.64	0.80	5.8	1.02	6.0	2.6	서	261	19.8	1012.5	-	61	
2021-09-17 21:05:00	8.4	남동	130	22.64	0.73	5.1	1.01	6.0	2.8	서남서	249	19.6	1012.6	-	32	
2021-09-17 21:10:00	11.0	남동	138	22.64	0.79	5.4	1.00	5.5	2.5	서남서	245	19.5	1012.6	-	120	
