包螟家疙:版器措秦荐垮厘
困档:37.808972
版档:128.931889
包螟矫埃	蜡加(cm/s)	蜡氢(16points)	蜡氢(deg)	荐柯(∩)	蜡狼颇绊(m)	蜡狼颇林扁(sec)	弥措颇绊(m)	弥措颇林扁(sec)	浅加(m/s)	浅氢(16points)	浅氢(deg)	扁柯(∩)	扁拘(hPa)	矫沥(m)	颇氢(deg)	
2023/02/12 15:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 15:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 16:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 16:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 16:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 16:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 16:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 16:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 16:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 16:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 16:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 16:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 16:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 16:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 17:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 17:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 17:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 17:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 17:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 17:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 17:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 17:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 17:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 17:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 17:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 17:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 18:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 18:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 18:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 18:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 18:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 18:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 18:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 18:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 18:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 18:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 18:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 18:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 19:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 19:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 19:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 19:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 19:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 19:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 19:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 19:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 19:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 19:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 19:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 19:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 20:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 20:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 20:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 20:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 20:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 20:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 20:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 20:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 20:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 20:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 20:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 20:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 21:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 21:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 21:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 21:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 21:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 21:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 21:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 21:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 21:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 21:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 21:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 21:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 22:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 22:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 22:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 22:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 22:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 22:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 22:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 22:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 22:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 22:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 22:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 22:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 23:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 23:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 23:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 23:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 23:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 23:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 23:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 23:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 23:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 23:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 23:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/12 23:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 00:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 00:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 00:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 00:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 00:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 00:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 00:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 00:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 00:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 00:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 00:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 00:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 01:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 01:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 01:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 01:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 01:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 01:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 01:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 01:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 01:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 01:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 01:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 01:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 02:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 02:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 02:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 02:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 02:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 02:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 02:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 02:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 02:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 02:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 02:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 02:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 03:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 03:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 03:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 03:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 03:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 03:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 03:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 03:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 03:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 03:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 03:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 03:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 04:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 04:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 04:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 04:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 04:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 04:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 04:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 04:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 04:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 04:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 04:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 04:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 05:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 05:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 05:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 05:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 05:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 05:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 05:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 05:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 05:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 05:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 05:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 05:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 06:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 06:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 06:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 06:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 06:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 06:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 06:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 06:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 06:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 06:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 06:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 06:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 07:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 07:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 07:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 07:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 07:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 07:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 07:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 07:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 07:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 07:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 07:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 07:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 08:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 08:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 08:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 08:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 08:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 08:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 08:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 08:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 08:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 08:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 08:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 08:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 09:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 09:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 09:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 09:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 09:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 09:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 09:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 09:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 09:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 09:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 09:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 09:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 10:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 10:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 10:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 10:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 10:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 10:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 10:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 10:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 10:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 10:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 10:50:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 10:55:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 11:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 11:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 11:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 11:15:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 11:20:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 11:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 11:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 11:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 11:40:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 11:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 11:50:00	12.7	合辑	320	10.49	1.68	6.8	2.34	7.0	4.7	悼	91	5.1	1020.9	-	55	
2023/02/13 11:55:00	11.4	合辑	323	10.47	2.14	7.1	3.15	7.0	4.8	悼	91	5.1	1020.8	-	51	
2023/02/13 12:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 12:05:00	10.7	合合辑	337	10.48	2.27	6.1	3.20	6.0	3.7	悼合悼	77	5.0	1020.8	-	60	
2023/02/13 12:10:00	10.2	合	350	10.51	1.37	6.1	1.57	6.0	3.2	悼	83	4.9	1020.8	-	84	
2023/02/13 12:15:00	12.3	合辑	314	10.50	1.89	6.7	2.94	6.5	3.3	悼合悼	73	5.1	1020.8	-	69	
2023/02/13 12:20:00	11.7	合辑	305	10.52	1.81	6.9	2.32	7.0	2.9	悼合悼	73	4.9	1020.7	-	36	
2023/02/13 12:25:00	8.7	合合辑	329	10.50	1.59	6.2	2.45	6.5	3.3	悼合悼	69	4.9	1020.7	-	54	
2023/02/13 12:30:00	11.6	合辑	324	10.51	1.74	7.0	2.12	7.0	3.1	悼合悼	75	4.8	1020.7	-	57	
2023/02/13 12:35:00	10.1	合合辑	333	10.49	1.79	6.5	2.60	6.0	4.3	悼合悼	76	4.7	1020.5	-	62	
2023/02/13 12:40:00	10.9	合辑	319	10.49	1.60	6.6	2.30	6.5	4.6	悼合悼	64	4.6	1020.4	-	33	
2023/02/13 12:45:00	10.0	合辑	318	10.50	2.30	7.0	3.00	7.0	4.8	悼合悼	59	4.6	1020.3	-	53	
2023/02/13 12:50:00	12.9	合辑	314	10.48	2.12	7.1	3.33	7.0	4.9	悼合悼	77	4.5	1020.2	-	55	
2023/02/13 12:55:00	7.3	合合辑	341	10.49	1.98	6.6	3.05	7.0	4.3	悼合悼	74	4.2	1020.2	-	41	
2023/02/13 13:00:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 13:05:00	12.0	合合辑	326	10.49	2.14	7.1	3.26	7.0	2.6	悼合悼	67	4.0	1020.3	-	49	
2023/02/13 13:10:00	11.8	合辑	308	10.50	1.92	6.9	2.77	7.0	2.3	合合辑	336	4.0	1020.3	-	46	
2023/02/13 13:15:00	9.1	合辑	306	10.52	2.12	6.7	3.50	7.0	4.9	合辑	322	3.4	1020.1	-	56	
2023/02/13 13:20:00	8.1	合辑	308	10.51	2.13	6.7	2.71	6.0	5.3	合合辑	328	3.2	1020.1	-	45	
2023/02/13 13:25:00	15.6	合辑	325	10.49	2.07	7.2	2.48	7.0	4.8	合辑	310	2.7	1020.2	-	54	
2023/02/13 13:30:00	13.6	合辑	324	10.49	2.05	6.8	3.22	7.0	4.0	合辑	312	2.6	1020.1	-	56	
2023/02/13 13:35:00	11.0	合辑	312	10.47	1.75	6.7	2.15	8.0	4.1	合辑	317	2.5	1020.0	-	66	
2023/02/13 13:40:00	10.1	合辑	321	10.46	1.94	6.5	2.43	6.0	3.5	合辑	316	2.4	1020.1	-	44	
2023/02/13 13:45:00	11.1	合辑	324	10.43	1.99	7.2	2.66	7.0	4.2	合辑	310	2.6	1020.1	-	49	
2023/02/13 13:50:00	10.9	合合辑	341	10.45	1.81	6.6	2.33	6.5	4.6	合辑	304	2.5	1020.0	-	59	
2023/02/13 13:55:00	11.6	合辑	306	10.45	1.64	7.1	1.99	6.5	4.5	合辑	315	2.6	1020.0	-	46	
2023/02/13 14:00:00	7.6	合辑	313	10.43	2.05	7.0	2.55	6.5	4.2	合辑	305	2.6	1020.1	-	50	
2023/02/13 14:05:00	10.8	合辑	321	10.45	2.00	7.0	2.40	6.5	4.2	辑合辑	288	2.6	1020.0	-	49	
2023/02/13 14:10:00	10.0	合辑	324	10.47	1.71	6.8	1.98	6.5	4.0	辑合辑	289	2.6	1020.0	-	56	
2023/02/13 14:15:00	10.0	合辑	316	10.44	1.72	6.7	2.05	7.5	4.1	辑合辑	303	2.8	1019.9	-	51	
2023/02/13 14:20:00	7.3	合辑	320	10.41	2.11	6.8	3.70	7.0	4.6	辑合辑	302	2.8	1019.8	-	61	
2023/02/13 14:25:00	5.2	合辑	324	10.41	1.68	6.6	2.70	6.5	4.8	合辑	308	2.7	1019.8	-	32	
2023/02/13 14:30:00	3.3	合	356	10.42	1.98	7.1	2.54	7.5	5.1	合辑	312	2.8	1019.8	-	59	
2023/02/13 14:35:00	6.5	辑	279	10.36	2.01	7.0	2.40	7.5	4.7	辑合辑	296	2.6	1019.7	-	34	
2023/02/13 14:40:00	7.4	合辑	322	10.39	2.01	6.8	3.10	6.5	4.8	辑合辑	297	2.7	1019.6	-	64	
2023/02/13 14:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/13 14:50:00	9.6	合辑	312	10.36	2.27	6.9	3.54	6.5	5.3	合辑	305	2.7	1019.7	-	54	
2023/02/13 14:55:00	4.6	合辑	313	10.37	2.20	7.1	2.82	7.5	5.2	合辑	315	2.8	1019.7	-	51	
2023/02/13 15:00:00	4.5	合辑	316	10.40	1.58	6.3	1.93	6.5	5.8	合辑	321	3.0	1019.8	-	58	
2023/02/13 15:05:00	8.1	合辑	311	10.38	2.31	6.9	3.45	7.0	6.2	合辑	322	3.1	1019.8	-	37	
2023/02/13 15:10:00	2.0	合辑	317	10.37	1.99	7.4	2.65	7.5	6.9	合辑	325	3.2	1019.8	-	57	
2023/02/13 15:15:00	4.7	辑巢辑	242	10.36	1.76	6.9	2.14	8.0	6.8	合合辑	335	3.0	1019.8	-	77	
2023/02/13 15:20:00	5.4	合合悼	28	10.35	2.07	7.4	2.57	7.0	6.7	合合辑	332	2.9	1019.9	-	52	
2023/02/13 15:25:00	5.3	合辑	310	10.36	1.73	7.2	2.47	6.0	6.5	合辑	321	2.7	1020.0	-	56	
2023/02/13 15:30:00	6.6	辑合辑	295	10.35	2.26	6.9	3.31	7.0	5.1	合合辑	342	2.5	1020.0	-	37	
2023/02/13 15:35:00	2.5	辑合辑	292	10.35	2.15	6.9	3.33	7.5	5.5	合合辑	337	2.4	1019.9	-	55	
2023/02/13 15:40:00	4.4	合合辑	338	10.35	2.00	7.0	3.53	6.5	4.9	合合辑	333	2.1	1020.0	-	48	
2023/02/13 15:45:00	3.4	辑	269	10.38	1.96	7.1	3.01	7.0	5.2	合辑	325	2.1	1020.0	-	54	
