관측소명:경포대해수욕장
위도:37.808972
경도:128.931889
관측시간	유속(cm/s)	유향(16points)	유향(deg)	수온(℃)	유의파고(m)	유의파주기(sec)	최대파고(m)	최대파주기(sec)	풍속(m/s)		풍향(deg)	기온(℃)	기압(hPa)	시정(m)	파향(deg)	
2022/08/17 22:35:00	7.2	남남서	192	25.47	0.96	7.1	1.25	7.5	2.2	서	272	23.0	1008.1	-	59	
2022/08/17 22:40:00	5.1	남남서	195	25.48	1.01	7.7	1.41	7.0	2.5	서	276	23.0	1008.1	-	49	
2022/08/17 22:45:00	7.0	남서	223	25.51	0.86	7.0	1.69	7.0	2.4	서	270	22.9	1008.1	-	50	
2022/08/17 22:50:00	8.3	남서	234	25.48	0.87	7.3	1.25	7.0	1.9	서	272	22.8	1008.1	-	55	
2022/08/17 22:55:00	8.3	남서	221	25.49	0.78	7.3	0.98	7.5	1.9	서북서	285	22.8	1008.1	-	59	
2022/08/17 23:00:00	8.6	남남서	212	25.50	0.89	7.3	1.26	7.0	2.4	서	279	22.8	1008.1	-	38	
2022/08/17 23:05:00	4.4	남남서	198	25.48	0.84	7.7	1.32	6.5	2.0	서	278	22.9	1008.1	-	47	
2022/08/17 23:10:00	3.2	남동	132	25.45	0.72	6.4	0.95	7.0	1.8	서	280	22.9	1008.1	-	54	
2022/08/17 23:15:00	4.0	서남서	255	25.40	0.91	7.3	1.09	8.0	1.5	서	262	22.9	1008.2	-	69	
2022/08/17 23:20:00	0.6	북서	320	25.25	0.88	6.8	1.17	6.5	1.7	서	270	22.9	1008.1	-	30	
2022/08/17 23:25:00	5.0	남	174	25.30	0.76	6.9	1.02	8.5	1.5	서	273	22.8	1008.1	-	63	
2022/08/17 23:30:00	2.0	남남서	194	25.40	0.84	6.6	1.04	6.0	1.4	서북서	287	22.8	1008.1	-	40	
2022/08/17 23:35:00	5.0	남남서	199	25.43	0.91	7.1	1.16	7.5	1.3	서	281	22.9	1008.1	-	59	
2022/08/17 23:40:00	3.6	남남동	159	25.46	0.83	7.1	1.05	7.0	2.0	북서	304	22.8	1008.1	-	46	
2022/08/17 23:45:00	6.7	남남동	155	25.45	0.85	7.5	1.14	7.0	2.5	서북서	284	22.7	1008.2	-	61	
2022/08/17 23:50:00	2.1	남남동	168	25.44	1.01	7.2	1.28	6.5	2.6	서북서	289	22.6	1008.3	-	42	
2022/08/17 23:55:00	6.9	남남동	158	25.44	1.03	7.3	1.64	7.0	2.2	서	281	22.4	1008.4	-	53	
2022/08/18 00:00:00	6.5	남	169	25.49	1.12	7.5	1.49	7.5	2.4	서북서	284	22.3	1008.4	-	52	
2022/08/18 00:05:00	8.6	남남동	163	25.47	0.84	6.9	1.17	6.5	2.5	서북서	282	22.2	1008.4	-	52	
2022/08/18 00:10:00	8.8	남남동	151	25.46	0.80	7.1	1.24	6.5	2.7	서북서	284	22.1	1008.4	-	44	
2022/08/18 00:15:00	9.3	남동	140	25.46	0.86	7.3	1.56	7.0	2.3	서북서	289	22.1	1008.4	-	27	
2022/08/18 00:20:00	8.3	남동	132	25.45	0.97	7.0	1.28	7.0	2.4	서	281	22.1	1008.4	-	33	
2022/08/18 00:25:00	7.8	남남동	151	25.42	0.98	7.3	1.62	7.5	2.2	서	270	22.2	1008.5	-	49	
2022/08/18 00:30:00	8.1	남	177	25.42	0.94	7.2	1.32	6.5	2.4	서	275	22.3	1008.6	-	30	
2022/08/18 00:35:00	9.1	남	181	25.41	0.90	7.3	1.30	7.5	2.4	서북서	283	22.3	1008.5	-	49	
2022/08/18 00:40:00	8.1	남	170	25.44	0.84	6.7	1.31	6.0	2.9	서북서	283	22.2	1008.4	-	50	
2022/08/18 00:45:00	10.0	남	175	25.41	0.88	6.7	1.18	7.5	2.9	서	276	22.2	1008.4	-	48	
2022/08/18 00:50:00	12.1	남	172	25.40	0.84	7.0	1.21	6.5	2.9	서북서	284	22.3	1008.3	-	41	
2022/08/18 00:55:00	15.0	남남동	157	25.39	0.90	6.5	1.29	7.5	3.0	서	281	22.3	1008.3	-	65	
2022/08/18 01:00:00	12.2	남	170	25.40	0.80	6.5	1.07	6.5	3.2	서	271	22.4	1008.2	-	46	
2022/08/18 01:05:00	10.4	남남동	169	25.44	0.84	6.5	1.15	7.5	3.3	서	263	22.4	1008.2	-	42	
2022/08/18 01:10:00	8.7	남남동	157	25.44	0.86	7.2	1.16	8.0	3.3	서남서	258	22.2	1008.2	-	36	
2022/08/18 01:15:00	15.4	남남서	201	25.45	0.95	7.0	1.23	5.5	3.1	서남서	258	22.1	1008.2	-	38	
2022/08/18 01:20:00	15.8	남남서	192	25.43	0.85	7.0	1.17	6.0	3.1	서	265	22.2	1008.1	-	65	
2022/08/18 01:25:00	11.7	남	188	25.44	1.02	7.0	1.28	6.0	3.3	서	270	22.4	1008.1	-	37	
2022/08/18 01:30:00	10.7	남	178	25.43	1.04	7.0	1.51	7.0	3.6	서	262	22.4	1008.1	-	57	
2022/08/18 01:35:00	9.5	남남동	162	25.47	0.85	7.2	1.25	8.0	3.2	서남서	256	22.3	1008.1	-	26	
2022/08/18 01:40:00	11.6	남남서	194	25.46	0.90	7.0	1.34	6.5	3.1	서	260	22.3	1008.2	-	45	
2022/08/18 01:45:00	12.6	남남서	195	25.46	0.92	7.0	1.44	7.0	3.1	서	260	22.2	1008.2	-	42	
2022/08/18 01:50:00	11.2	남	188	25.47	0.92	7.0	1.39	7.0	2.9	서	264	22.3	1008.1	-	40	
2022/08/18 01:55:00	10.5	남남서	197	25.46	0.77	7.1	1.21	7.0	3.2	서	264	22.4	1008.2	-	48	
2022/08/18 02:00:00	12.1	남남서	210	25.49	0.91	7.0	1.41	7.0	3.0	서	264	22.5	1008.2	-	38	
2022/08/18 02:05:00	13.9	남남서	208	25.48	0.84	7.4	1.06	7.0	3.2	서	263	22.5	1008.2	-	47	
2022/08/18 02:10:00	11.3	남남서	214	25.48	1.09	7.1	1.39	7.0	3.5	서남서	254	22.3	1008.2	-	37	
2022/08/18 02:15:00	10.1	남남서	202	25.48	0.87	6.4	1.07	7.5	3.7	서남서	254	22.0	1008.1	-	43	
2022/08/18 02:20:00	10.8	남남서	196	25.48	0.80	6.7	1.07	6.0	3.4	서남서	256	22.1	1008.1	-	48	
2022/08/18 02:25:00	10.0	남남서	207	25.47	0.91	7.2	1.23	6.5	3.3	서남서	248	22.2	1008.1	-	45	
2022/08/18 02:30:00	10.8	남남서	205	25.43	0.87	7.3	1.18	7.0	3.4	서남서	253	22.3	1008.1	-	44	
2022/08/18 02:35:00	9.3	남남서	201	25.44	1.04	7.7	1.60	7.0	3.6	서남서	257	22.2	1008.0	-	43	
2022/08/18 02:40:00	6.5	남남서	202	25.45	0.87	7.1	0.98	7.5	3.8	서남서	256	22.2	1008.0	-	45	
2022/08/18 02:45:00	8.7	남	188	25.48	0.85	6.9	1.23	7.5	3.7	서	259	22.0	1008.0	-	51	
2022/08/18 02:50:00	8.6	남남서	203	25.48	0.86	6.9	1.09	6.5	3.5	서남서	257	22.0	1008.0	-	52	
2022/08/18 02:55:00	10.9	남남서	209	25.52	0.99	6.6	1.31	6.0	3.8	서남서	257	22.1	1008.0	-	42	
2022/08/18 03:00:00	5.0	남	182	25.52	0.86	6.5	1.17	5.5	3.9	서남서	256	22.0	1008.0	-	33	
2022/08/18 03:05:00	11.2	남서	218	25.53	0.83	6.4	1.11	6.0	3.6	서남서	255	22.0	1008.0	-	31	
2022/08/18 03:10:00	10.7	남남서	205	25.54	0.80	6.3	1.30	5.0	3.3	서남서	256	22.2	1008.0	-	29	
2022/08/18 03:15:00	7.2	남남서	208	25.55	0.77	5.9	0.92	6.5	3.2	서	261	22.2	1007.9	-	36	
2022/08/18 03:20:00	8.9	남남서	210	25.54	0.86	6.9	1.19	7.0	3.2	서남서	258	22.1	1007.9	-	45	
2022/08/18 03:25:00	7.7	남남서	203	25.53	0.94	6.8	1.25	7.0	3.0	서	261	22.1	1007.9	-	29	
2022/08/18 03:30:00	8.2	남남서	192	25.53	0.93	6.6	1.26	7.0	3.0	서남서	257	22.1	1008.0	-	31	
2022/08/18 03:35:00	5.2	남	190	25.53	0.82	7.0	1.06	7.5	3.2	서남서	244	22.1	1007.9	-	45	
2022/08/18 03:40:00	5.6	남남서	206	25.55	1.09	7.1	1.52	7.0	3.3	남서	230	22.2	1007.9	-	28	
2022/08/18 03:45:00	7.7	남	188	25.53	0.81	7.0	1.20	7.0	3.7	남서	227	22.1	1007.9	-	55	
2022/08/18 03:50:00	8.4	남남서	204	25.55	0.85	6.5	1.66	6.5	3.9	남서	226	21.9	1007.8	-	42	
2022/08/18 03:55:00	5.9	남남서	199	25.53	0.85	6.5	1.18	5.5	4.2	남서	225	22.0	1007.7	-	50	
2022/08/18 04:00:00	7.0	남남동	163	25.53	0.82	6.6	1.02	7.5	3.6	남서	230	22.0	1007.6	-	46	
2022/08/18 04:05:00	6.0	남남서	192	25.53	0.95	6.9	1.29	5.5	3.5	서남서	253	22.1	1007.5	-	45	
2022/08/18 04:10:00	10.4	남	191	25.52	0.95	7.1	1.32	7.0	3.5	서	259	22.0	1007.5	-	45	
2022/08/18 04:15:00	8.8	남남서	195	25.57	0.88	6.6	1.06	7.5	3.7	서남서	253	21.9	1007.5	-	47	
2022/08/18 04:20:00	8.2	남남서	206	25.56	0.75	6.8	0.93	7.0	3.9	서남서	256	21.8	1007.5	-	38	
2022/08/18 04:25:00	7.4	남남서	206	25.54	0.97	7.0	1.31	6.5	4.1	서남서	256	21.9	1007.5	-	39	
2022/08/18 04:30:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2022/08/18 04:35:00	6.8	남남서	197	25.55	0.93	6.4	1.42	6.5	4.2	서남서	258	21.8	1007.5	-	46	
2022/08/18 04:40:00	3.5	남	183	25.53	0.76	6.8	1.13	6.0	4.0	서남서	253	21.7	1007.5	-	54	
2022/08/18 04:45:00	2.5	서남서	258	25.55	0.98	6.8	1.51	6.5	3.9	서남서	252	21.8	1007.5	-	46	
2022/08/18 04:50:00	5.6	남남서	212	25.54	0.74	6.3	1.01	5.5	3.9	서남서	255	21.7	1007.5	-	14	
2022/08/18 04:55:00	1.2	남동	132	25.52	0.78	5.9	1.07	6.0	4.2	서남서	251	21.7	1007.5	-	38	
2022/08/18 05:00:00	2.5	남남동	149	25.50	0.81	6.4	1.05	5.5	4.3	서남서	258	21.7	1007.6	-	37	
2022/08/18 05:05:00	2.5	남남동	161	25.54	0.88	6.5	1.44	7.0	4.5	서남서	247	21.6	1007.6	-	37	
2022/08/18 05:10:00	2.1	남남동	156	25.51	0.87	6.5	1.21	7.5	4.5	남서	231	21.6	1007.7	-	54	
2022/08/18 05:15:00	2.3	남동	132	25.52	0.80	6.4	1.11	6.0	4.4	남서	231	21.6	1007.6	-	40	
2022/08/18 05:20:00	2.8	남동	140	25.51	0.82	6.8	1.06	7.5	4.6	남서	230	21.6	1007.6	-	43	
2022/08/18 05:25:00	5.6	동남동	113	25.54	0.83	6.8	1.06	6.0	4.6	남서	232	21.5	1007.6	-	42	
2022/08/18 05:30:00	12.4	동	92	25.53	0.86	6.5	1.30	6.5	4.5	서남서	240	21.5	1007.6	-	39	
2022/08/18 05:35:00	7.5	동	91	25.49	0.76	5.6	1.04	6.5	4.5	서남서	246	21.6	1007.7	-	39	
2022/08/18 05:40:00	4.3	남동	146	25.14	0.85	6.5	1.01	5.5	4.3	서남서	253	21.6	1007.7	-	32	
2022/08/18 05:45:00	6.3	남동	128	25.07	0.98	7.2	1.35	6.0	4.1	서남서	254	21.6	1007.8	-	36	
2022/08/18 05:50:00	6.2	동	99	25.05	0.81	6.3	1.11	6.5	3.9	서남서	255	21.7	1007.9	-	52	
2022/08/18 05:55:00	8.1	동남동	110	25.07	0.80	6.7	1.09	7.0	4.2	서남서	255	21.7	1007.9	-	42	
2022/08/18 06:00:00	9.5	동남동	119	25.14	0.83	5.9	1.17	5.0	4.1	서남서	256	21.7	1008.0	-	41	
2022/08/18 06:05:00	4.9	남남동	155	25.10	0.86	6.7	1.20	7.5	4.1	서남서	256	21.7	1008.1	-	48	
2022/08/18 06:10:00	8.4	동	99	25.07	0.94	7.1	1.33	6.0	4.5	서남서	254	21.7	1008.1	-	39	
2022/08/18 06:15:00	6.9	동남동	122	25.10	0.77	6.1	1.02	6.5	4.4	서남서	251	21.7	1008.1	-	44	
2022/08/18 06:20:00	9.2	동남동	123	25.10	0.88	6.6	1.17	6.5	4.2	서남서	253	21.7	1008.2	-	49	
2022/08/18 06:25:00	13.0	동남동	107	25.14	0.84	6.2	1.21	6.5	4.3	서남서	253	21.7	1008.3	-	39	
2022/08/18 06:30:00	11.3	동남동	115	25.10	0.83	6.6	1.26	5.5	4.1	서남서	254	21.7	1008.3	-	39	
2022/08/18 06:35:00	12.5	남동	125	25.08	0.71	5.6	0.84	5.5	4.7	서남서	250	21.8	1008.3	-	57	
2022/08/18 06:40:00	12.4	남동	129	24.99	0.74	6.0	0.99	5.5	4.6	서남서	252	21.8	1008.3	-	37	
2022/08/18 06:45:00	12.3	남동	134	25.08	0.81	6.2	1.08	7.0	4.5	서남서	254	21.8	1008.3	-	54	
2022/08/18 06:50:00	13.7	동남동	121	25.13	0.91	7.2	1.24	7.5	4.5	서남서	253	21.8	1008.4	-	47	
2022/08/18 06:55:00	11.8	동남동	123	25.10	0.78	6.2	0.99	6.5	3.8	서	260	22.0	1008.4	-	27	
2022/08/18 07:00:00	15.1	동남동	102	25.14	0.78	6.8	1.09	8.5	3.3	서남서	251	22.2	1008.4	-	45	
2022/08/18 07:05:00	11.5	동남동	116	25.20	0.86	6.0	1.19	6.5	3.6	서남서	253	22.4	1008.4	-	53	
2022/08/18 07:10:00	14.8	동남동	101	25.23	0.74	6.0	1.06	5.5	3.1	서남서	250	22.7	1008.4	-	30	
2022/08/18 07:15:00	8.7	동남동	124	25.04	0.79	6.0	1.11	5.0	3.0	서남서	251	22.8	1008.4	-	48	
2022/08/18 07:20:00	11.8	동남동	121	24.85	0.69	6.4	0.96	5.5	2.8	서남서	250	22.9	1008.3	-	78	
2022/08/18 07:25:00	12.6	동남동	113	24.77	0.96	7.0	1.15	5.0	2.9	서남서	241	22.9	1008.3	-	44	
2022/08/18 07:30:00	11.9	동남동	115	24.74	0.81	6.8	1.12	8.5	2.6	서남서	241	23.1	1008.3	-	47	
2022/08/18 07:35:00	11.4	동남동	119	24.66	0.71	5.5	0.88	6.5	2.6	서남서	242	23.1	1008.3	-	43	
2022/08/18 07:40:00	8.7	남동	131	24.70	0.86	6.2	1.13	6.5	2.2	서남서	239	23.3	1008.4	-	47	
2022/08/18 07:45:00	9.2	남동	141	24.75	0.79	6.7	1.02	6.5	1.8	서남서	252	23.4	1008.4	-	43	
2022/08/18 07:50:00	8.9	남동	131	24.83	0.76	6.5	0.90	6.5	1.7	서	274	23.6	1008.5	-	43	
2022/08/18 07:55:00	8.2	남동	127	25.07	0.78	6.2	1.23	6.5	1.8	서	271	23.5	1008.5	-	43	
2022/08/18 08:00:00	10.5	남남동	155	25.11	0.68	5.3	0.96	5.0	1.6	서	265	23.6	1008.5	-	53	
2022/08/18 08:05:00	11.3	남남동	162	25.20	0.84	6.2	1.20	7.0	1.8	서	261	23.6	1008.5	-	50	
2022/08/18 08:10:00	8.0	남남동	156	25.27	0.65	6.5	0.81	7.5	1.8	서	261	23.7	1008.6	-	53	
2022/08/18 08:15:00	8.4	남남동	161	25.30	0.75	6.2	1.24	7.0	1.4	서	261	23.9	1008.6	-	53	
2022/08/18 08:20:00	8.2	남남동	150	25.26	0.66	5.3	0.89	8.0	1.4	서	268	24.0	1008.6	-	48	
2022/08/18 08:25:00	9.6	남남동	159	25.28	0.67	5.8	0.87	7.5	0.9	서	263	24.1	1008.6	-	64	
2022/08/18 08:30:00	13.5	남	182	25.27	0.79	6.4	1.02	7.0	0.6	서	274	24.3	1008.6	-	48	
2022/08/18 08:35:00	16.4	남	177	25.27	0.62	6.2	0.79	6.5	0.3	서북서	289	24.3	1008.7	-	33	
2022/08/18 08:40:00	18.6	남	175	25.29	0.77	6.0	0.95	8.0	0.0	북서	312	24.8	1008.6	-	50	
2022/08/18 08:45:00	19.7	남	170	25.17	0.70	6.6	0.89	6.0	0.2	북서	308	24.9	1008.5	-	45	
2022/08/18 08:50:00	22.1	남남동	168	25.13	0.70	6.0	1.03	6.0	0.5	서	279	24.7	1008.6	-	57	
2022/08/18 08:55:00	17.8	남남동	156	25.08	0.66	5.7	0.93	5.0	0.8	북서	326	24.5	1008.6	-	61	
2022/08/18 09:00:00	22.1	남남동	165	25.29	0.64	6.0	0.95	6.0	0.7	북북서	343	24.4	1008.6	-	30	
2022/08/18 09:05:00	22.9	남	182	25.46	0.68	6.3	0.96	6.5	0.9	북	359	24.0	1008.6	-	61	
2022/08/18 09:10:00	20.8	남	182	25.49	0.64	5.8	0.91	4.5	1.1	북북동	16	24.0	1008.6	-	56	
2022/08/18 09:15:00	17.4	남	178	25.47	0.71	6.5	0.89	7.0	1.4	북북동	33	24.0	1008.6	-	67	
2022/08/18 09:20:00	20.4	남	170	25.49	0.73	6.5	0.96	7.5	1.7	북북동	23	24.0	1008.6	-	38	
2022/08/18 09:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2022/08/18 09:30:00	18.8	남	171	25.48	0.68	6.2	0.88	6.5	1.2	북동	34	24.1	1008.7	-	24	
2022/08/18 09:35:00	21.5	남	170	25.47	0.74	6.9	1.18	6.0	1.3	북북동	33	24.1	1008.6	-	50	
2022/08/18 09:40:00	22.4	남남동	165	25.45	0.50	6.1	1.01	6.1	1.8	북동	35	24.2	1008.6	-	42	
2022/08/18 09:45:00	19.4	남	170	25.47	0.70	6.6	0.92	6.0	1.5	북동	46	24.1	1008.7	-	59	
2022/08/18 09:50:00	18.4	남	171	25.45	0.73	5.8	1.11	6.0	1.3	동북동	64	24.3	1008.7	-	47	
2022/08/18 09:55:00	22.9	남	184	25.48	0.64	6.3	0.94	6.5	1.5	동북동	59	24.4	1008.7	-	52	
2022/08/18 10:00:00	20.4	남	178	25.48	0.72	6.6	1.03	6.5	1.3	북동	54	24.2	1008.6	-	46	
2022/08/18 10:05:00	18.4	남	171	25.48	0.60	7.0	0.74	6.0	1.4	동북동	73	24.3	1008.7	-	48	
2022/08/18 10:10:00	15.9	남남동	168	25.44	0.72	6.8	0.99	7.5	1.7	북동	52	24.2	1008.7	-	66	
2022/08/18 10:15:00	16.0	남	172	25.41	0.74	6.8	1.04	8.5	1.6	동북동	60	24.1	1008.7	-	46	
2022/08/18 10:20:00	16.6	남남동	168	25.45	0.76	6.3	0.97	5.5	2.0	동북동	59	24.1	1008.8	-	46	
2022/08/18 10:25:00	14.8	남남동	159	25.46	0.67	6.3	0.88	5.0	1.9	동북동	66	24.1	1008.7	-	72	
2022/08/18 10:30:00	13.5	남남동	158	25.46	0.85	6.3	1.28	6.0	1.8	동	85	24.4	1008.7	-	74	
2022/08/18 10:35:00	15.2	남	170	25.51	0.63	5.4	0.93	6.0	2.2	동	84	24.7	1008.6	-	37	
2022/08/18 10:40:00	14.8	남남동	163	25.50	0.73	6.9	0.98	8.0	1.8	동	99	24.5	1008.5	-	55	
2022/08/18 10:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2022/08/18 10:50:00	14.4	남동	146	25.47	0.70	6.7	0.95	6.0	2.4	동남동	107	24.6	1008.3	-	60	
2022/08/18 10:55:00	11.9	남남동	155	25.46	0.84	6.7	1.07	8.5	2.8	동남동	110	24.9	1008.3	-	75	
2022/08/18 11:00:00	10.2	남남동	151	25.46	0.69	6.6	0.90	8.0	3.0	동남동	111	24.9	1008.3	-	39	
2022/08/18 11:05:00	12.5	남남동	164	25.47	0.72	7.2	0.88	7.0	2.7	동남동	102	25.0	1008.3	-	69	
2022/08/18 11:10:00	14.2	남남동	153	25.48	0.82	7.7	1.02	7.5	2.7	동남동	109	25.1	1008.3	-	62	
2022/08/18 11:15:00	13.9	남동	141	25.47	0.66	5.9	0.91	9.0	2.9	동남동	115	25.0	1008.3	-	63	
2022/08/18 11:20:00	12.0	남동	134	25.48	0.78	6.8	1.12	8.0	3.0	동남동	114	25.0	1008.4	-	51	
2022/08/18 11:25:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2022/08/18 11:30:00	11.8	남동	132	25.50	0.62	6.8	0.80	7.5	2.9	동남동	116	25.1	1008.3	-	55	
2022/08/18 11:35:00	9.9	남동	130	25.50	0.73	7.3	1.04	7.0	3.2	동남동	121	25.1	1008.3	-	79	
2022/08/18 11:40:00	13.1	남동	124	25.46	0.59	6.1	0.79	5.5	3.4	동남동	120	25.1	1008.3	-	46	
2022/08/18 11:45:00	9.5	남동	141	25.51	0.71	6.9	1.03	8.0	3.8	동남동	117	25.1	1008.1	-	62	
2022/08/18 11:50:00	11.2	남동	134	25.42	0.77	7.8	1.05	9.5	4.0	동남동	112	25.0	1008.0	-	58	
2022/08/18 11:55:00	14.1	남	174	25.20	0.69	7.6	1.08	6.0	4.0	동남동	112	24.7	1008.0	-	57	
2022/08/18 12:00:00	9.5	남남동	163	25.24	0.56	6.9	0.79	7.5	4.2	동남동	117	24.6	1007.9	-	68	
2022/08/18 12:05:00	11.4	남남동	148	25.32	0.59	6.7	0.79	6.5	4.3	남동	125	24.8	1007.9	-	49	
2022/08/18 12:10:00	13.2	남남서	194	25.27	0.62	6.1	0.88	6.0	4.0	동남동	119	25.0	1007.9	-	69	
2022/08/18 12:15:00	11.0	남남동	165	25.34	0.60	6.5	0.84	4.5	4.4	동남동	120	24.7	1007.8	-	61	
2022/08/18 12:20:00	9.1	남남동	164	25.33	0.73	7.2	0.94	7.0	4.4	동남동	120	24.9	1007.8	-	57	
2022/08/18 12:25:00	11.0	남	171	25.35	0.74	7.2	0.91	8.0	4.6	동남동	123	25.0	1007.8	-	66	
2022/08/18 12:30:00	8.6	남남동	155	25.42	0.65	6.3	0.84	4.5	4.8	동남동	119	25.0	1007.6	-	51	
2022/08/18 12:35:00	9.6	남동	145	25.45	0.71	6.8	1.03	7.5	5.1	동남동	120	25.1	1007.5	-	58	
2022/08/18 12:40:00	10.2	남남동	152	25.44	0.74	7.9	1.10	8.0	5.3	동남동	120	25.0	1007.5	-	53	
2022/08/18 12:45:00	10.8	남남동	154	25.45	0.76	7.1	1.05	9.0	5.0	동남동	123	24.9	1007.5	-	57	
2022/08/18 12:50:00	10.5	남동	141	25.48	0.96	8.4	1.09	9.0	4.7	동남동	122	25.1	1007.6	-	58	
2022/08/18 12:55:00	10.9	남남동	152	25.47	0.54	6.1	0.69	6.5	4.8	동남동	120	25.1	1007.5	-	80	
2022/08/18 13:00:00	9.8	남	172	25.51	0.69	6.8	0.96	7.5	5.1	남동	127	25.0	1007.5	-	52	
2022/08/18 13:05:00	11.4	남남동	153	25.54	0.70	7.0	0.86	6.5	5.3	동남동	120	25.2	1007.5	-	49	
2022/08/18 13:10:00	9.6	남남동	158	25.56	0.72	7.6	0.99	7.5	5.2	동남동	123	25.2	1007.4	-	64	
2022/08/18 13:15:00	11.3	남동	145	25.57	0.65	6.6	0.80	4.0	5.3	남동	125	25.2	1007.3	-	63	
2022/08/18 13:20:00	12.0	남동	142	25.52	0.79	7.1	0.99	8.0	5.6	남동	127	25.3	1007.3	-	65	
2022/08/18 13:25:00	13.2	남동	143	25.52	0.79	7.8	0.99	7.0	5.5	남동	125	25.3	1007.3	-	67	
2022/08/18 13:30:00	12.5	남남동	150	25.54	0.76	7.0	0.87	7.5	5.9	남동	125	25.3	1007.3	-	60	
2022/08/18 13:35:00	13.1	남동	146	25.54	0.83	7.6	1.42	9.0	6.1	남동	125	25.3	1007.3	-	51	
2022/08/18 13:40:00	9.4	남남동	150	25.58	0.72	6.9	0.98	7.5	5.7	남동	128	25.3	1007.3	-	68	
2022/08/18 13:45:00	15.6	남동	144	25.56	0.66	6.1	1.16	7.0	5.9	남동	129	25.3	1007.2	-	72	
2022/08/18 13:50:00	12.9	남동	145	25.53	0.88	6.9	1.09	9.0	6.2	남동	128	25.4	1007.1	-	73	
2022/08/18 13:55:00	15.0	남동	133	25.53	0.86	7.6	1.23	8.5	6.3	남동	130	25.3	1007.1	-	60	
2022/08/18 14:00:00	15.5	남남동	153	25.52	0.87	7.3	1.22	8.5	6.4	남동	127	25.0	1007.0	-	52	
2022/08/18 14:05:00	13.8	남남동	147	25.51	0.82	6.8	1.11	6.5	6.7	남동	130	25.0	1007.0	-	55	
2022/08/18 14:10:00	15.9	남동	137	25.53	0.75	6.5	1.13	6.0	7.1	남동	128	24.9	1007.0	-	66	
2022/08/18 14:15:00	12.9	남동	132	25.56	0.75	7.7	1.09	7.0	6.8	남동	132	24.9	1007.0	-	70	
2022/08/18 14:20:00	7.5	남남동	149	25.57	0.73	6.3	1.11	6.5	6.5	남동	129	25.0	1006.9	-	67	
2022/08/18 14:25:00	10.2	남동	146	25.58	0.81	7.7	1.10	7.0	6.6	남동	132	25.0	1007.0	-	62	
2022/08/18 14:30:00	9.3	남남동	147	25.62	0.70	6.1	0.96	3.5	6.3	남동	130	25.0	1007.0	-	49	
2022/08/18 14:35:00	7.7	남동	138	25.64	0.77	7.1	1.26	9.0	6.1	남동	129	25.0	1007.1	-	70	
2022/08/18 14:40:00	9.4	남동	139	25.65	0.71	5.8	1.00	8.0	6.6	남동	129	25.0	1007.0	-	53	
2022/08/18 14:45:00	5.6	남동	132	25.67	0.83	7.4	1.06	6.5	7.0	남동	129	25.0	1006.9	-	62	
2022/08/18 14:50:00	6.2	남동	135	25.67	0.78	6.8	0.95	9.0	6.7	남동	128	25.0	1006.9	-	69	
2022/08/18 14:55:00	10.5	남동	131	25.66	0.77	6.4	1.03	7.5	6.8	남동	130	25.0	1006.9	-	51	
2022/08/18 15:00:00	5.4	남동	133	25.70	0.74	6.8	1.04	7.5	6.8	남동	132	25.0	1006.9	-	55	
2022/08/18 15:05:00	5.1	남	177	25.68	0.75	7.7	0.87	8.5	6.5	남동	130	25.0	1007.0	-	56	
2022/08/18 15:10:00	7.7	동남동	123	25.65	0.81	6.9	1.26	8.0	6.4	남동	135	25.0	1007.0	-	65	
2022/08/18 15:15:00	5.3	남남동	156	25.64	0.86	7.3	1.05	8.0	6.5	남동	134	25.1	1006.9	-	57	
2022/08/18 15:20:00	9.7	동남동	115	25.64	0.77	6.8	0.90	6.0	6.8	남동	135	25.0	1006.8	-	60	
2022/08/18 15:25:00	3.9	남남동	152	25.65	0.71	6.4	0.90	8.0	6.6	남동	136	24.9	1006.8	-	64	
2022/08/18 15:30:00	6.1	남동	145	25.64	0.80	7.4	1.15	8.0	6.5	남동	134	25.0	1006.9	-	58	
2022/08/18 15:35:00	4.1	남남서	193	25.64	0.82	7.4	1.21	8.5	6.5	남동	135	25.0	1006.9	-	68	
2022/08/18 15:40:00	6.0	남	174	25.59	0.85	8.0	1.20	6.5	6.6	남동	137	25.0	1006.8	-	59	
2022/08/18 15:45:00	5.6	남	180	25.58	0.70	6.2	1.52	6.5	6.7	남동	136	25.0	1006.8	-	62	
2022/08/18 15:50:00	6.1	남동	143	25.55	0.91	7.6	1.27	7.5	6.6	남동	133	25.0	1006.8	-	62	
2022/08/18 15:55:00	7.6	남남동	153	25.52	0.80	6.8	1.10	5.5	6.6	남동	132	25.0	1006.9	-	59	
2022/08/18 16:00:00	3.6	남남동	147	25.55	0.71	5.7	1.00	7.5	7.0	남동	134	25.0	1006.9	-	71	
2022/08/18 16:05:00	5.5	남	177	25.53	0.80	7.1	1.27	8.5	6.7	남동	133	25.0	1006.8	-	60	
2022/08/18 16:10:00	7.6	남남동	161	25.53	0.64	5.6	0.80	6.0	7.1	남동	135	25.1	1006.8	-	42	
